hour,day,month,temp,humidity,wind,pressure,precip
19,13,3,30,55,9,29.65,0.0
20,13,3,30,51,10,29.62,0.0
21,13,3,30,51,13,29.58,0.0
22,13,3,30,55,8,29.57,0.0
23,13,3,32,55,12,29.56,0.0
23,14,3,12,53,18,29.95,0.0
23,15,3,14,57,5,29.91,0.0
0,15,3,10,48,23,29.96,0.0
1,15,3,10,48,21,29.97,0.0
2,15,3,9,52,18,29.98,0.0
3,15,3,9,52,20,29.99,0.0
4,15,3,7,56,18,30.01,0.0
5,15,3,7,56,13,30.03,0.0
6,15,3,7,56,13,30.05,0.0
7,15,3,7,56,16,30.08,0.0
8,15,3,7,56,17,30.1,0.0
9,15,3,9,52,15,30.11,0.0
10,15,3,10,48,15,30.11,0.0
11,15,3,10,52,12,30.09,0.0
12,15,3,14,45,12,30.06,0.0
13,15,3,16,45,14,30.05,0.0
14,15,3,18,42,10,30.03,0.0
15,15,3,21,36,13,30.01,0.0
16,15,3,21,36,8,29.98,0.0
17,15,3,21,39,13,29.98,0.0
18,15,3,21,39,10,29.97,0.0
19,15,3,19,46,6,29.98,0.0
20,15,3,19,46,3,29.96,0.0
21,15,3,18,45,5,29.94,0.0
22,15,3,16,68,0,29.91,0.0
0,16,3,16,58,6,29.91,0.0
1,16,3,16,58,6,29.91,0.0
2,16,3,14,62,5,29.89,0.0
3,16,3,14,62,3,29.88,0.0
4,16,3,14,67,5,29.88,0.0
5,16,3,14,67,6,29.87,0.0
6,16,3,14,67,7,29.87,0.0
7,16,3,14,73,7,29.85,0.0
8,16,3,19,68,5,29.83,0.0
9,16,3,23,54,6,29.83,0.0
10,16,3,27,43,7,29.81,0.0
11,16,3,28,37,8,29.78,0.0
12,16,3,30,29,8,29.77,0.0
13,16,3,32,35,9,29.74,0.0
14,16,3,34,28,7,29.71,0.0
15,16,3,36,30,8,29.71,0.0
16,16,3,36,30,7,29.7,0.0
17,16,3,37,26,5,29.69,0.0
18,16,3,36,30,5,29.69,0.0
19,16,3,34,30,5,29.69,0.0
20,16,3,28,59,2,29.69,0.0
21,16,3,28,51,3,29.7,0.0
22,16,3,28,47,2,29.71,0.0
23,17,3,37,81,10,29.56,0.0
0,18,3,36,87,7,29.55,0.0
1,18,3,36,87,6,29.57,0.0
2,18,3,34,100,5,29.58,0.0
3,18,3,36,93,7,29.57,0.0
4,18,3,36,93,6,29.58,0.0
5,18,3,36,87,9,29.6,0.0
6,18,3,34,93,6,29.61,0.0
7,18,3,34,93,12,29.61,0.0
8,18,3,36,87,10,29.62,0.0
9,18,3,37,81,9,29.63,0.0
10,18,3,39,70,16,29.64,0.0
11,18,3,41,61,15,29.66,0.0
12,18,3,39,61,17,29.67,0.0
13,18,3,41,49,20,29.67,0.0
14,18,3,41,36,18,29.67,0.0
15,18,3,39,31,17,29.67,0.0
16,18,3,37,30,21,29.69,0.0
17,18,3,36,30,15,29.71,0.0
18,18,3,32,30,16,29.75,0.0
19,18,3,30,32,20,29.78,0.0
20,18,3,30,34,14,29.8,0.0
21,18,3,28,29,25,29.82,0.0
22,18,3,27,31,24,29.83,0.0
23,19,3,28,64,12,29.98,0.0
23,16,3,28,47,5,29.71,0.0
23,18,3,25,36,18,29.86,0.0
0,20,3,28,64,9,29.99,0.0
1,20,3,27,69,8,29.99,0.0
2,20,3,27,69,9,29.99,0.0
3,20,3,27,69,10,29.99,0.0
4,20,3,25,74,9,29.99,0.0
5,20,3,25,74,9,30.0,0.0
6,20,3,23,80,7,30.01,0.0
7,20,3,27,69,9,30.03,0.0
8,20,3,32,60,8,30.03,0.0
9,20,3,36,56,9,30.05,0.0
10,20,3,41,42,15,30.05,0.0
11,20,3,45,39,9,30.04,0.0
12,20,3,48,34,15,30.03,0.0
13,20,3,52,33,10,30.02,0.0
14,20,3,54,30,12,30.01,0.0
15,20,3,55,29,10,30.0,0.0
16,20,3,55,26,8,30.0,0.0
17,20,3,55,26,7,29.99,0.0
18,20,3,52,30,6,30.0,0.0
19,20,3,45,53,6,30.01,0.0
20,20,3,41,61,9,30.02,0.0
21,20,3,39,65,7,30.03,0.0
22,20,3,36,70,6,30.03,0.0
0,17,3,27,55,5,29.71,0.0
1,17,3,27,55,5,29.71,0.0
2,17,3,25,69,0,29.71,0.0
3,17,3,23,74,2,29.71,0.0
4,17,3,21,68,3,29.71,0.0
5,17,3,25,64,6,29.71,0.0
6,17,3,27,64,7,29.71,0.0
7,17,3,25,80,2,29.72,0.0
8,17,3,30,69,5,29.72,0.0
9,17,3,34,65,6,29.72,0.0
10,17,3,37,60,6,29.71,0.0
11,17,3,39,56,3,29.7,0.0
12,17,3,41,53,3,29.67,0.0
13,17,3,43,57,6,29.64,0.0
14,17,3,45,53,7,29.61,0.0
15,17,3,46,53,10,29.6,0.0
16,17,3,45,57,10,29.59,0.0
17,17,3,43,57,13,29.6,0.0
18,17,3,41,61,9,29.59,0.0
19,17,3,41,61,8,29.61,0.0
20,17,3,39,65,7,29.63,0.0
21,17,3,37,70,7,29.6,0.0
22,17,3,37,75,9,29.58,0.0
0,19,3,23,39,17,29.88,0.0
1,19,3,21,39,14,29.89,0.0
2,19,3,19,46,12,29.91,0.0
3,19,3,19,46,9,29.92,0.0
4,19,3,18,49,10,29.95,0.0
5,19,3,18,49,13,29.98,0.0
6,19,3,16,58,8,30.02,0.0
7,19,3,18,49,13,30.06,0.0
8,19,3,18,49,12,30.09,0.0
9,19,3,19,46,10,30.1,0.0
10,19,3,21,39,9,30.09,0.0
11,19,3,25,36,10,30.09,0.0
12,19,3,28,37,10,30.07,0.0
13,19,3,28,31,9,30.05,0.0
14,19,3,30,32,8,30.02,0.0
15,19,3,32,35,9,30.0,0.0
16,19,3,34,32,9,29.98,0.0
17,19,3,34,35,7,29.97,0.0
18,19,3,32,41,5,29.97,0.0
19,19,3,32,38,5,29.97,0.0
20,19,3,30,44,6,29.98,0.0
21,19,3,30,47,9,29.98,0.0
22,19,3,28,59,9,29.98,0.0
23,21,3,43,36,3,29.96,0.0
23,20,3,36,70,6,30.04,0.0
0,22,3,36,48,0,29.95,0.0
1,22,3,28,69,7,29.94,0.0
2,22,3,30,64,2,29.93,0.0
3,22,3,30,60,5,29.91,0.0
4,22,3,28,64,3,29.92,0.0
5,22,3,28,69,3,29.92,0.0
6,22,3,25,80,2,29.92,0.0
7,22,3,34,65,3,29.93,0.0
8,22,3,39,49,7,29.93,0.0
9,22,3,48,37,10,29.92,0.0
10,22,3,54,33,10,29.9,0.0
11,22,3,59,25,9,29.87,0.0
12,22,3,61,23,13,29.85,0.0
13,22,3,63,24,10,29.82,0.0
14,22,3,63,22,9,29.8,0.0
15,22,3,64,19,10,29.79,0.0
16,22,3,64,16,12,29.77,0.0
17,22,3,63,18,10,29.77,0.0
18,22,3,55,25,7,29.77,0.0
19,22,3,54,21,7,29.77,0.0
20,22,3,52,21,5,29.77,0.0
21,22,3,50,26,6,29.78,0.0
22,22,3,46,32,3,29.79,0.0
0,21,3,28,80,5,30.05,0.0
1,21,3,28,74,3,30.06,0.0
2,21,3,28,74,3,30.06,0.0
3,21,3,28,69,2,30.05,0.0
4,21,3,30,64,6,30.08,0.0
5,21,3,30,64,8,30.09,0.0
6,21,3,30,69,9,30.1,0.0
7,21,3,30,75,6,30.11,0.0
8,21,3,36,60,5,30.12,0.0
9,21,3,43,49,9,30.12,0.0
10,21,3,48,43,6,30.12,0.0
11,21,3,52,38,8,30.11,0.0
12,21,3,55,31,9,30.08,0.0
13,21,3,57,27,12,30.06,0.0
14,21,3,59,23,12,30.04,0.0
15,21,3,59,25,10,30.03,0.0
16,21,3,59,23,10,30.01,0.0
17,21,3,57,25,8,30.0,0.0
18,21,3,54,28,7,30.0,0.0
19,21,3,50,30,7,30.0,0.0
20,21,3,48,32,6,29.99,0.0
21,21,3,46,32,6,29.98,0.0
22,21,3,45,34,5,29.97,0.0
23,23,3,43,61,6,29.71,0.0
23,22,3,45,34,7,29.78,0.0
0,24,3,43,61,7,29.69,0.0
1,24,3,46,57,7,29.7,0.0
2,24,3,46,50,8,29.68,0.0
3,24,3,45,46,5,29.68,0.0
4,24,3,39,65,3,29.67,0.0
5,24,3,39,70,5,29.67,0.0
6,24,3,39,65,8,29.67,0.0
7,24,3,41,65,5,29.67,0.0
8,24,3,45,61,6,29.67,0.0
9,24,3,48,76,7,29.66,0.0
10,24,3,50,76,9,29.66,0.0
11,24,3,50,82,8,29.65,0.0
12,24,3,50,87,5,29.64,0.0
13,24,3,50,94,7,29.62,0.0
14,24,3,50,94,8,29.6,0.0
15,24,3,50,100,8,29.57,0.0
16,24,3,50,100,7,29.55,0.0
17,24,3,50,100,9,29.54,0.0
18,24,3,50,94,9,29.53,0.0
19,24,3,48,100,8,29.52,0.0
20,24,3,48,93,10,29.51,0.0
21,24,3,48,100,8,29.5,0.0
22,24,3,48,100,6,29.49,0.0
0,23,3,45,37,6,29.77,0.0
1,23,3,45,37,7,29.78,0.0
2,23,3,45,37,5,29.78,0.0
3,23,3,43,42,6,29.77,0.0
4,23,3,41,45,5,29.78,0.0
5,23,3,37,56,2,29.79,0.0
6,23,3,32,64,2,29.8,0.0
7,23,3,37,65,2,29.81,0.0
8,23,3,46,40,5,29.81,0.0
9,23,3,50,37,6,29.82,0.0
10,23,3,55,33,6,29.81,0.0
11,23,3,61,29,7,29.81,0.0
12,23,3,64,26,8,29.79,0.0
13,23,3,66,23,9,29.77,0.0
14,23,3,68,20,10,29.75,0.0
15,23,3,68,18,12,29.74,0.0
16,23,3,64,19,8,29.72,0.0
17,23,3,64,22,5,29.72,0.0
18,23,3,57,27,2,29.71,0.0
19,23,3,55,33,0,29.72,0.0
20,23,3,52,44,5,29.72,0.0
21,23,3,48,54,5,29.74,0.0
22,23,3,43,66,7,29.71,0.0
23,25,3,52,67,9,29.45,0.0
23,24,3,52,94,6,29.49,0.0
0,26,3,50,66,13,29.42,0.0
1,26,3,48,76,8,29.41,0.0
2,26,3,46,87,9,29.41,0.0
3,26,3,45,93,10,29.35,0.0
4,26,3,45,93,13,29.31,0.0
5,26,3,43,93,13,29.28,0.0
6,26,3,43,93,10,29.24,0.0
7,26,3,43,100,16,29.19,0.0
8,26,3,43,100,29,29.13,0.0
9,26,3,43,93,17,29.11,0.0
10,26,3,43,93,15,29.06,0.0
11,26,3,43,100,9,29.05,0.0
12,26,3,45,93,10,29.05,0.0
13,26,3,43,100,13,29.08,0.0
14,26,3,41,93,18,29.11,0.0
15,26,3,39,100,17,29.16,0.0
16,26,3,37,93,18,29.23,0.0
17,26,3,37,93,22,29.32,0.0
18,26,3,36,93,20,29.39,0.0
19,26,3,36,93,17,29.45,0.0
20,26,3,34,93,14,29.51,0.0
21,26,3,34,93,15,29.55,0.0
22,26,3,34,93,17,29.57,0.0
0,25,3,50,94,8,29.45,0.0
1,25,3,48,100,2,29.47,0.0
2,25,3,46,100,7,29.45,0.0
3,25,3,46,93,6,29.44,0.0
4,25,3,46,100,3,29.45,0.0
5,25,3,48,100,6,29.46,0.0
6,25,3,50,94,9,29.47,0.0
7,25,3,50,100,12,29.48,0.0
8,25,3,52,94,10,29.48,0.0
9,25,3,54,94,13,29.5,0.0
10,25,3,59,72,10,29.49,0.0
11,25,3,63,63,12,29.5,0.0
12,25,3,66,52,15,29.5,0.0
13,25,3,66,49,15,29.5,0.0
14,25,3,66,49,15,29.5,0.0
15,25,3,66,46,15,29.49,0.0
16,25,3,66,46,10,29.48,0.0
17,25,3,63,52,8,29.48,0.0
18,25,3,61,55,7,29.48,0.0
19,25,3,57,59,8,29.48,0.0
20,25,3,52,67,7,29.49,0.0
21,25,3,50,71,6,29.48,0.0
22,25,3,52,71,12,29.46,0.0
23,26,3,32,93,15,29.6,0.0
23,27,3,34,81,8,29.64,0.0
0,27,3,32,93,15,29.62,0.0
1,27,3,32,87,15,29.63,0.0
2,27,3,32,87,17,29.64,0.0
3,27,3,30,86,10,29.66,0.0
4,27,3,30,86,12,29.66,0.0
5,27,3,30,86,9,29.67,0.0
6,27,3,30,86,9,29.7,0.0
7,27,3,32,80,7,29.71,0.0
8,27,3,32,87,8,29.74,0.0
9,27,3,34,81,8,29.74,0.0
10,27,3,34,81,12,29.75,0.0
11,27,3,37,70,8,29.73,0.0
12,27,3,37,65,12,29.72,0.0
13,27,3,37,65,8,29.73,0.0
14,27,3,37,65,8,29.72,0.0
15,27,3,37,70,8,29.74,0.0
16,27,3,39,65,3,29.72,0.0
17,27,3,39,65,0,29.71,0.0
18,27,3,37,70,3,29.73,0.0
19,27,3,37,75,8,29.71,0.0
20,27,3,37,75,10,29.7,0.0
21,27,3,36,81,8,29.7,0.0
22,27,3,36,81,12,29.65,0.0
0,28,3,36,81,9,29.61,0.0
1,28,3,36,75,13,29.59,0.0
2,28,3,36,75,14,29.54,0.0
3,28,3,36,81,10,29.49,0.0
4,28,3,34,87,10,29.46,0.0
5,28,3,36,81,15,29.4,0.0
6,28,3,36,81,12,29.39,0.0
7,28,3,36,87,12,29.34,0.0
8,28,3,36,87,16,29.3,0.0
9,28,3,37,87,15,29.23,0.0
10,28,3,39,87,10,29.18,0.0
11,28,3,39,93,10,29.11,0.0
12,28,3,39,100,17,29.01,0.0
13,28,3,43,100,12,28.95,0.0
14,28,3,46,93,8,28.87,0.0
15,28,3,48,100,3,28.86,0.0
16,28,3,46,100,3,28.87,0.0
17,28,3,50,100,10,28.87,0.0
18,28,3,50,94,13,28.88,0.0
19,28,3,48,87,18,28.89,0.0
20,28,3,45,76,22,28.94,0.0
21,28,3,41,76,24,28.96,0.0
22,28,3,39,81,21,28.96,0.0
23,29,3,28,64,6,29.77,0.0
23,28,3,37,87,23,28.96,0.0
0,30,3,28,64,6,29.77,0.0
1,30,3,30,69,5,29.78,0.0
2,30,3,28,74,5,29.79,0.0
3,30,3,30,80,7,29.79,0.0
4,30,3,30,86,6,29.79,0.0
5,30,3,30,86,7,29.78,0.0
6,30,3,30,80,6,29.78,0.0
7,30,3,34,70,9,29.78,0.0
8,30,3,37,60,10,29.76,0.0
9,30,3,43,53,10,29.74,0.0
10,30,3,50,40,13,29.71,0.0
11,30,3,54,35,15,29.69,0.0
12,30,3,57,31,18,29.64,0.0
13,30,3,59,29,17,29.61,0.0
14,30,3,61,27,20,29.57,0.0
15,30,3,63,26,18,29.56,0.0
16,30,3,63,24,17,29.54,0.0
17,30,3,63,27,13,29.52,0.0
18,30,3,59,36,9,29.5,0.0
19,30,3,57,38,7,29.49,0.0
20,30,3,57,38,8,29.48,0.0
21,30,3,57,38,12,29.47,0.0
22,30,3,57,41,13,29.48,0.0
0,29,3,36,93,16,28.98,0.0
1,29,3,34,93,26,29.02,0.0
2,29,3,32,87,28,29.08,0.0
3,29,3,30,86,25,29.14,0.0
4,29,3,30,69,26,29.24,0.0
5,29,3,28,69,31,29.32,0.0
6,29,3,25,69,31,29.38,0.0
7,29,3,25,64,25,29.46,0.0
8,29,3,25,69,22,29.52,0.0
9,29,3,27,59,21,29.58,0.0
10,29,3,28,59,17,29.62,0.0
11,29,3,30,51,15,29.65,0.0
12,29,3,32,44,24,29.67,0.0
13,29,3,34,41,22,29.7,0.0
14,29,3,36,41,16,29.7,0.0
15,29,3,37,36,18,29.71,0.0
16,29,3,39,36,18,29.72,0.0
17,29,3,39,36,13,29.73,0.0
18,29,3,36,41,9,29.74,0.0
19,29,3,32,48,6,29.76,0.0
20,29,3,32,48,0,29.78,0.0
21,29,3,27,69,5,29.77,0.0
22,29,3,25,69,5,29.77,0.0
23,31,3,37,93,3,29.59,0.0
23,30,3,55,47,9,29.48,0.0
0,1,4,37,87,10,29.58,0.0
1,1,4,37,81,9,29.58,0.0
2,1,4,37,75,10,29.55,0.0
3,1,4,36,75,13,29.55,0.0
4,1,4,34,87,10,29.55,0.0
5,1,4,34,87,14,29.53,0.0
6,1,4,32,80,16,29.6,0.0
7,1,4,30,69,18,29.6,0.0
8,1,4,30,64,21,29.62,0.0
9,1,4,30,60,20,29.63,0.0
10,1,4,30,60,18,29.65,0.0
11,1,4,30,51,15,29.65,0.0
12,1,4,32,48,21,29.64,0.0
13,1,4,32,44,18,29.63,0.0
14,1,4,32,41,23,29.64,0.0
15,1,4,28,40,22,29.66,0.0
16,1,4,27,43,21,29.69,0.0
17,1,4,25,43,18,29.71,0.0
18,1,4,23,46,20,29.74,0.0
19,1,4,23,46,20,29.74,0.0
20,1,4,25,46,13,29.76,0.0
21,1,4,23,50,9,29.75,0.0
22,1,4,23,54,8,29.75,0.0
0,31,3,57,44,13,29.49,0.0
1,31,3,57,48,16,29.49,0.0
2,31,3,55,51,12,29.47,0.0
3,31,3,54,54,12,29.45,0.0
4,31,3,54,54,8,29.45,0.0
5,31,3,50,71,7,29.45,0.0
6,31,3,52,62,8,29.45,0.0
7,31,3,52,62,13,29.42,0.0
8,31,3,54,58,13,29.41,0.0
9,31,3,55,54,12,29.4,0.0
10,31,3,54,67,14,29.4,0.0
11,31,3,55,67,17,29.39,0.0
12,31,3,55,67,14,29.38,0.0
13,31,3,45,93,16,29.42,0.0
14,31,3,43,93,18,29.45,0.0
15,31,3,41,93,13,29.47,0.0
16,31,3,41,93,15,29.49,0.0
17,31,3,41,93,13,29.51,0.0
18,31,3,41,93,9,29.54,0.0
19,31,3,39,87,7,29.57,0.0
20,31,3,36,93,2,29.58,0.0
21,31,3,36,100,3,29.59,0.0
22,31,3,36,93,2,29.59,0.0
23,2,4,27,40,6,29.83,0.0
23,1,4,23,54,8,29.74,0.0
0,3,4,23,50,8,29.83,0.0
1,3,4,25,46,3,29.84,0.0
2,3,4,21,58,5,29.84,0.0
3,3,4,19,63,6,29.86,0.0
4,3,4,19,63,6,29.87,0.0
5,3,4,19,63,6,29.87,0.0
6,3,4,19,68,7,29.88,0.0
7,3,4,25,64,6,29.88,0.0
8,3,4,32,44,9,29.88,0.0
9,3,4,36,35,10,29.87,0.0
10,3,4,41,29,9,29.85,0.0
11,3,4,43,27,9,29.83,0.0
12,3,4,46,27,13,29.8,0.0
13,3,4,48,20,10,29.78,0.0
14,3,4,50,20,20,29.76,0.0
15,3,4,50,24,13,29.74,0.0
16,3,4,50,26,15,29.73,0.0
17,3,4,48,30,14,29.73,0.0
18,3,4,45,37,12,29.73,0.0
19,3,4,41,42,7,29.75,0.0
20,3,4,41,45,10,29.75,0.0
21,3,4,41,45,7,29.76,0.0
22,3,4,39,52,6,29.75,0.0
0,2,4,23,50,15,29.74,0.0
1,2,4,23,46,14,29.74,0.0
2,2,4,23,39,16,29.75,0.0
3,2,4,21,39,17,29.76,0.0
4,2,4,21,39,14,29.78,0.0
5,2,4,19,46,13,29.8,0.0
6,2,4,19,46,16,29.83,0.0
7,2,4,21,42,18,29.84,0.0
8,2,4,23,39,21,29.84,0.0
9,2,4,25,34,20,29.85,0.0
10,2,4,28,29,18,29.85,0.0
11,2,4,30,25,18,29.84,0.0
12,2,4,32,23,18,29.83,0.0
13,2,4,36,22,16,29.81,0.0
14,2,4,37,19,16,29.8,0.0
15,2,4,37,19,18,29.78,0.0
16,2,4,37,19,21,29.79,0.0
17,2,4,37,19,17,29.8,0.0
18,2,4,36,20,15,29.8,0.0
19,2,4,32,23,13,29.82,0.0
20,2,4,32,25,8,29.83,0.0
21,2,4,27,37,7,29.84,0.0
22,2,4,27,37,6,29.84,0.0
23,3,4,39,52,7,29.75,0.0
23,4,4,45,57,12,29.7,0.0
0,4,4,37,56,6,29.74,0.0
1,4,4,37,56,5,29.73,0.0
2,4,4,36,60,3,29.72,0.0
3,4,4,36,60,6,29.71,0.0
4,4,4,34,65,6,29.71,0.0
5,4,4,32,69,5,29.71,0.0
6,4,4,32,75,0,29.72,0.0
7,4,4,37,60,2,29.73,0.0
8,4,4,43,49,5,29.73,0.0
9,4,4,45,46,3,29.74,0.0
10,4,4,48,40,3,29.74,0.0
11,4,4,50,35,8,29.72,0.0
12,4,4,52,35,10,29.72,0.0
13,4,4,52,33,7,29.71,0.0
14,4,4,55,31,13,29.7,0.0
15,4,4,55,33,7,29.68,0.0
16,4,4,55,36,14,29.66,0.0
17,4,4,55,36,15,29.66,0.0
18,4,4,54,38,9,29.66,0.0
19,4,4,50,43,8,29.67,0.0
20,4,4,48,46,7,29.68,0.0
21,4,4,48,46,10,29.69,0.0
22,4,4,48,46,10,29.7,0.0
0,5,4,45,57,13,29.71,0.0
1,5,4,41,65,14,29.71,0.0
2,5,4,39,65,13,29.71,0.0
3,5,4,37,70,13,29.71,0.0
4,5,4,37,70,10,29.71,0.0
5,5,4,36,75,10,29.71,0.0
6,5,4,36,75,9,29.72,0.0
7,5,4,39,65,12,29.72,0.0
8,5,4,43,57,12,29.72,0.0
9,5,4,46,46,9,29.72,0.0
10,5,4,48,37,12,29.71,0.0
11,5,4,50,35,15,29.69,0.0
12,5,4,52,35,13,29.69,0.0
13,5,4,54,33,15,29.66,0.0
14,5,4,54,28,15,29.65,0.0
15,5,4,55,26,20,29.63,0.0
16,5,4,55,25,18,29.62,0.0
17,5,4,55,25,17,29.62,0.0
18,5,4,54,26,15,29.62,0.0
19,5,4,50,30,9,29.62,0.0
20,5,4,48,32,5,29.64,0.0
21,5,4,45,37,9,29.66,0.0
22,5,4,39,49,9,29.65,0.0
23,6,4,39,56,0,29.61,0.0
23,5,4,41,45,10,29.66,0.0
0,7,4,41,53,3,29.61,0.0
1,7,4,43,46,3,29.62,0.0
2,7,4,45,37,3,29.62,0.0
3,7,4,43,46,3,29.62,0.0
4,7,4,41,45,0,29.63,0.0
5,7,4,37,56,6,29.64,0.0
6,7,4,36,60,6,29.66,0.0
7,7,4,43,57,8,29.69,0.0
8,7,4,48,50,7,29.69,0.0
9,7,4,54,41,8,29.7,0.0
10,7,4,57,44,8,29.69,0.0
11,7,4,59,48,8,29.69,0.0
12,7,4,63,42,13,29.67,0.0
13,7,4,63,48,7,29.66,0.0
14,7,4,64,45,10,29.66,0.0
15,7,4,64,45,8,29.65,0.0
16,7,4,64,45,8,29.65,0.0
17,7,4,63,52,8,29.66,0.0
18,7,4,59,59,9,29.65,0.0
19,7,4,55,67,8,29.65,0.0
20,7,4,55,67,9,29.66,0.0
21,7,4,54,72,9,29.66,0.0
22,7,4,52,71,9,29.67,0.0
0,6,4,43,36,9,29.65,0.0
1,6,4,41,39,8,29.65,0.0
2,6,4,37,45,9,29.64,0.0
3,6,4,32,55,9,29.63,0.0
4,6,4,32,55,8,29.63,0.0
5,6,4,36,48,10,29.65,0.0
6,6,4,30,69,8,29.67,0.0
7,6,4,37,48,10,29.68,0.0
8,6,4,41,39,10,29.68,0.0
9,6,4,45,37,8,29.68,0.0
10,6,4,46,32,7,29.67,0.0
11,6,4,50,30,3,29.65,0.0
12,6,4,54,24,5,29.63,0.0
13,6,4,55,23,6,29.6,0.0
14,6,4,57,21,3,29.6,0.0
15,6,4,59,20,3,29.58,0.0
16,6,4,61,16,6,29.58,0.0
17,6,4,59,19,8,29.58,0.0
18,6,4,54,24,6,29.6,0.0
19,6,4,52,24,2,29.6,0.0
20,6,4,45,34,5,29.61,0.0
21,6,4,46,32,2,29.62,0.0
22,6,4,46,34,3,29.62,0.0
23,8,4,55,63,14,29.58,0.0
0,9,4,54,67,12,29.59,0.0
1,9,4,52,71,13,29.58,0.0
2,9,4,52,71,12,29.58,0.0
3,9,4,50,76,8,29.58,0.0
4,9,4,46,81,3,29.58,0.0
5,9,4,46,81,7,29.59,0.0
6,9,4,46,87,7,29.61,0.0
7,9,4,50,76,9,29.63,0.0
8,9,4,59,59,8,29.63,0.0
9,9,4,64,52,12,29.63,0.0
10,9,4,68,40,12,29.62,0.0
11,9,4,70,40,14,29.61,0.0
12,9,4,72,38,12,29.59,0.0
13,9,4,73,36,13,29.58,0.0
14,9,4,73,38,7,29.57,0.0
15,9,4,68,46,14,29.57,0.0
16,9,4,70,40,14,29.57,0.0
17,9,4,66,49,7,29.57,0.0
18,9,4,64,52,3,29.57,0.0
19,9,4,61,59,5,29.57,0.0
20,9,4,61,55,3,29.58,0.0
21,9,4,59,63,2,29.58,0.0
22,9,4,55,67,3,29.56,0.0
23,10,4,59,63,8,29.28,0.0
23,9,4,55,72,6,29.55,0.0
23,7,4,50,76,9,29.66,0.0
0,11,4,55,72,7,29.27,0.0
1,11,4,55,72,10,29.26,0.0
2,11,4,54,77,12,29.25,0.0
3,11,4,52,76,13,29.25,0.0
4,11,4,48,71,13,29.26,0.0
5,11,4,46,66,13,29.28,0.0
6,11,4,46,66,14,29.29,0.0
7,11,4,48,62,15,29.29,0.0
8,11,4,52,58,15,29.29,0.0
9,11,4,55,54,14,29.27,0.0
10,11,4,57,55,16,29.26,0.0
11,11,4,61,48,21,29.24,0.0
12,11,4,63,48,21,29.23,0.0
13,11,4,64,49,18,29.21,0.0
14,11,4,68,43,16,29.2,0.0
15,11,4,66,40,17,29.2,0.0
16,11,4,63,34,25,29.19,0.0
17,11,4,61,27,21,29.21,0.0
18,11,4,59,31,21,29.23,0.0
19,11,4,59,31,16,29.25,0.0
20,11,4,57,33,18,29.27,0.0
21,11,4,55,36,15,29.28,0.0
22,11,4,54,38,17,29.29,0.0
0,10,4,52,76,5,29.56,0.0
1,10,4,52,76,3,29.56,0.0
2,10,4,50,82,3,29.56,0.0
3,10,4,48,87,7,29.55,0.0
4,10,4,48,87,6,29.54,0.0
5,10,4,46,87,6,29.53,0.0
6,10,4,48,87,5,29.56,0.0
7,10,4,52,82,6,29.56,0.0
8,10,4,57,72,8,29.55,0.0
9,10,4,61,68,7,29.54,0.0
10,10,4,64,59,7,29.51,0.0
11,10,4,66,56,3,29.48,0.0
12,10,4,70,49,7,29.46,0.0
13,10,4,72,46,3,29.43,0.0
14,10,4,73,44,3,29.4,0.0
15,10,4,75,38,12,29.37,0.0
16,10,4,75,38,8,29.36,0.0
17,10,4,75,36,9,29.34,0.0
18,10,4,72,41,6,29.33,0.0
19,10,4,64,52,3,29.31,0.0
20,10,4,63,55,5,29.31,0.0
21,10,4,61,59,9,29.29,0.0
22,10,4,61,59,5,29.29,0.0
0,8,4,48,82,8,29.67,0.0
1,8,4,46,81,8,29.66,0.0
2,8,4,46,87,8,29.66,0.0
3,8,4,45,93,9,29.66,0.0
4,8,4,45,87,12,29.67,0.0
5,8,4,43,93,10,29.69,0.0
6,8,4,43,93,10,29.69,0.0
7,8,4,46,81,13,29.7,0.0
8,8,4,50,76,12,29.7,0.0
9,8,4,55,67,12,29.7,0.0
10,8,4,61,55,13,29.69,0.0
11,8,4,63,55,10,29.68,0.0
12,8,4,66,46,10,29.65,0.0
13,8,4,68,46,12,29.63,0.0
14,8,4,70,38,9,29.61,0.0
15,8,4,72,35,13,29.59,0.0
16,8,4,72,35,9,29.58,0.0
17,8,4,70,35,12,29.57,0.0
18,8,4,68,40,10,29.57,0.0
19,8,4,63,48,10,29.57,0.0
20,8,4,59,55,9,29.58,0.0
21,8,4,57,59,12,29.58,0.0
22,8,4,57,59,13,29.57,0.0
23,12,4,52,67,12,29.57,0.0
23,11,4,54,41,16,29.3,0.0
0,13,4,52,67,13,29.58,0.0
1,13,4,52,67,5,29.59,0.0
2,13,4,52,67,9,29.6,0.0
3,13,4,50,66,13,29.61,0.0
4,13,4,50,66,10,29.63,0.0
5,13,4,48,71,10,29.66,0.0
6,13,4,48,71,7,29.68,0.0
7,13,4,48,71,12,29.69,0.0
8,13,4,50,71,8,29.7,0.0
9,13,4,52,67,7,29.71,0.0
10,13,4,55,58,6,29.7,0.0
11,13,4,59,51,2,29.69,0.0
12,13,4,61,48,8,29.68,0.0
13,13,4,63,39,2,29.66,0.0
14,13,4,63,45,6,29.64,0.0
15,13,4,63,42,3,29.63,0.0
16,13,4,64,40,5,29.63,0.0
17,13,4,63,42,6,29.63,0.0
18,13,4,61,48,5,29.63,0.0
