minute,hour,day,month,co
0,15,14,4,.16
0,16,14,4,.18
0,17,14,4,.2
0,18,14,4,.26
0,19,14,4,.29
0,20,14,4,.3
0,21,14,4,.31
0,22,14,4,.28
0,23,14,4,.22
0,0,15,4,.22
0,1,15,4,.2
0,2,15,4,.2
0,3,15,4,.17
0,4,15,4,.18
0,5,15,4,.16
0,6,15,4,.17
0,7,15,4,.18
0,8,15,4,.18
0,9,15,4,.17
0,10,15,4,.15
0,11,15,4,.19
0,12,15,4,.2
0,13,15,4,.24
0,14,15,4,.23
0,15,15,4,.24
0,16,15,4,.25
0,17,15,4,.21
0,18,15,4,.2
0,19,15,4,.23
0,20,15,4,.22
0,21,15,4,.21
0,22,15,4,.22
0,23,15,4,.2
0,0,16,4,.21
0,1,16,4,.21
0,2,16,4,.22
0,3,16,4,.19
0,4,16,4,.17
0,5,16,4,.15
0,6,16,4,.18
0,7,16,4,.16
0,8,16,4,.16
0,9,16,4,.14
0,10,16,4,.14
0,11,16,4,.13
0,12,16,4,.13
0,13,16,4,.13
0,14,16,4,.14
0,15,16,4,.16
0,16,16,4,.15
0,17,16,4,.15
0,18,16,4,.15
0,19,16,4,.14
0,20,16,4,.14
0,21,16,4,.13
0,22,16,4,.13
0,23,16,4,.17
0,0,17,4,.17
0,1,17,4,.19
0,2,17,4,.21
0,3,17,4,.21
0,4,17,4,.2
0,5,17,4,.15
0,6,17,4,.16
0,7,17,4,.18
0,8,17,4,.17
0,9,17,4,.18
0,10,17,4,.17
0,11,17,4,.17
0,12,17,4,.16
0,13,17,4,.16
0,14,17,4,.16
0,15,17,4,.14
0,16,17,4,.14
0,17,17,4,.15
0,18,17,4,.16
0,19,17,4,.16
0,20,17,4,.18
0,21,17,4,.19
0,22,17,4,.21
0,23,17,4,.17
0,0,18,4,.17
0,1,18,4,.16
0,2,18,4,.18
0,3,18,4,.16
0,4,18,4,.16
0,5,18,4,.15
0,6,18,4,.17
0,7,18,4,.17
0,8,18,4,.17
0,9,18,4,.16
0,10,18,4,.17
0,11,18,4,.15
0,12,18,4,.15
0,13,18,4,.16
0,14,18,4,.16
0,15,18,4,.15
0,16,18,4,.15
0,17,18,4,.18
0,18,18,4,.2
0,19,18,4,.24
0,20,18,4,.23
0,21,18,4,.22
0,22,18,4,.23
0,23,18,4,.2
0,0,19,4,.18
0,1,19,4,.18
0,2,19,4,.2
0,3,19,4,.22
0,4,19,4,.23
0,5,19,4,.26
0,6,19,4,.28
0,7,19,4,.24
0,8,19,4,.23
0,9,19,4,.2
0,10,19,4,.18
0,11,19,4,.19
0,12,19,4,.19
0,13,19,4,.18
0,14,19,4,.17
0,15,19,4,.16
0,16,19,4,.16
0,17,19,4,.13
0,18,19,4,.14
0,19,19,4,.16
0,20,19,4,.15
0,21,19,4,.16
0,22,19,4,.17
0,23,19,4,.16
0,0,20,4,.17
0,1,20,4,.16
0,2,20,4,.17
0,3,20,4,.17
0,4,20,4,.17
0,5,20,4,.14
0,6,20,4,.13
0,7,20,4,.13
0,8,20,4,.12
0,9,20,4,.13
0,10,20,4,.13
0,11,20,4,.16
0,12,20,4,.17
0,13,20,4,.16
0,14,20,4,.16
0,15,20,4,.16
0,16,20,4,.16
0,17,20,4,.13
0,18,20,4,.12
0,19,20,4,.12
0,20,20,4,.11
0,21,20,4,.11
0,22,20,4,.12
0,23,20,4,.14
0,0,21,4,.14
0,1,21,4,.15
0,2,21,4,.15
0,3,21,4,.14
0,4,21,4,.15
0,5,21,4,.12
0,6,21,4,.15
0,7,21,4,.14
0,8,21,4,.13
0,9,21,4,.13
0,10,21,4,.13
0,11,21,4,.12
0,12,21,4,.12
0,13,21,4,.12
0,14,21,4,.12
0,15,21,4,.12
0,16,21,4,.12
0,17,21,4,.12
0,18,21,4,.13
0,19,21,4,.14
0,20,21,4,.12
0,21,21,4,.12
0,22,21,4,.13
0,23,21,4,.13
0,0,22,4,.14
0,1,22,4,.14
0,2,22,4,.15
0,3,22,4,.14
0,4,22,4,.14
0,5,22,4,.12
0,6,22,4,.13
0,7,22,4,.12
0,8,22,4,.11
0,9,22,4,.12
0,10,22,4,.11
0,11,22,4,.11
0,12,22,4,.11
0,13,22,4,.11
0,14,22,4,.12
0,15,22,4,.11
0,16,22,4,.11
0,17,22,4,.14
0,18,22,4,.15
0,19,22,4,.15
0,20,22,4,.15
0,21,22,4,.15
0,22,22,4,.15
0,23,22,4,.12
0,0,23,4,.11
0,1,23,4,.11
0,2,23,4,.12
0,3,23,4,.12
0,4,23,4,.12
0,5,23,4,.14
0,6,23,4,.16
0,7,23,4,.14
0,8,23,4,.14
0,9,23,4,.14
0,10,23,4,.14
0,11,23,4,.13
0,12,23,4,.14
0,13,23,4,.12
0,14,23,4,.13
0,15,23,4,.13
0,16,23,4,.12
0,17,23,4,.15
0,18,23,4,.16
0,19,23,4,.17
0,20,23,4,.17
0,21,23,4,.17
0,22,23,4,.26
0,23,23,4,.2
0,0,24,4,.21
0,1,24,4,.2
0,2,24,4,.2
0,3,24,4,.2
0,4,24,4,.21
0,5,24,4,.19
0,6,24,4,.2
0,7,24,4,.19
0,8,24,4,.21
0,9,24,4,.19
0,10,24,4,.19
0,11,24,4,.17
0,12,24,4,.16
0,13,24,4,.16
0,14,24,4,.16
0,15,24,4,.17
0,16,24,4,.17
0,17,24,4,.16
0,18,24,4,.16
0,19,24,4,.18
0,20,24,4,.18
0,21,24,4,.18
0,22,24,4,.19
0,23,24,4,.2
0,0,25,4,.21
0,1,25,4,.24
0,2,25,4,.2
0,3,25,4,.21
0,4,25,4,.22
0,5,25,4,.23
0,6,25,4,.24
0,7,25,4,.27
0,8,25,4,.26
0,9,25,4,.21
0,10,25,4,.2
0,11,25,4,.22
0,12,25,4,.2
0,13,25,4,.23
0,14,25,4,.2
0,15,25,4,.21
0,16,25,4,.17
0,17,25,4,.18
0,18,25,4,.19
0,19,25,4,.18
0,20,25,4,.18
0,21,25,4,.17
0,22,25,4,.17
0,23,25,4,.14
0,0,26,4,.13
0,1,26,4,.13
0,2,26,4,.13
0,3,26,4,.14
0,4,26,4,.14
0,5,26,4,.15
0,6,26,4,.15
0,7,26,4,.16
0,8,26,4,.17
0,9,26,4,.18
0,10,26,4,.16
0,11,26,4,.16
0,12,26,4,.16
0,13,26,4,.16
0,14,26,4,.15
0,15,26,4,.15
0,16,26,4,.15
0,17,26,4,.16
0,18,26,4,.16
0,19,26,4,.23
0,20,26,4,.17
0,21,26,4,.16
0,22,26,4,.16
0,23,26,4,.17
0,0,27,4,.17
0,1,27,4,.16
0,2,27,4,.17
0,3,27,4,.28
0,4,27,4,.19
0,5,27,4,.17
0,6,27,4,.17
0,7,27,4,.18
0,8,27,4,.18
0,9,27,4,.16
0,10,27,4,.15
0,11,27,4,.15
0,12,27,4,.14
0,13,27,4,.15
0,14,27,4,.15
0,15,27,4,.16
0,16,27,4,.15
0,17,27,4,.14
0,18,27,4,.14
0,19,27,4,.18
0,20,27,4,.16
0,21,27,4,.15
0,22,27,4,.16
0,23,27,4,.18
0,0,28,4,.2
0,1,28,4,.18
0,2,28,4,.18
0,3,28,4,.18
0,4,28,4,.17
0,5,28,4,.17
0,6,28,4,.18
0,7,28,4,.18
0,8,28,4,.14
0,9,28,4,.14
0,10,28,4,.14
0,11,28,4,.15
0,12,28,4,.17
0,13,28,4,.19
0,14,28,4,.23
0,15,28,4,.24
0,16,28,4,.25
0,17,28,4,.2
0,18,28,4,.2
0,19,28,4,.23
0,20,28,4,.21
0,21,28,4,.21
0,22,28,4,.19
0,23,28,4,.18
0,0,29,4,.18
0,1,29,4,.16
0,2,29,4,.17
0,3,29,4,.16
0,4,29,4,.18
0,5,29,4,.23
0,6,29,4,.21
0,7,29,4,.21
0,8,29,4,.21
0,9,29,4,.2
0,10,29,4,.2
0,11,29,4,.18
0,12,29,4,.18
0,13,29,4,.18
0,14,29,4,.18
0,15,29,4,.18
0,16,29,4,.18
0,17,29,4,.18
0,18,29,4,.21
0,19,29,4,.25
0,20,29,4,.26
0,21,29,4,.25
0,22,29,4,.22
0,23,29,4,.22
0,0,30,4,.21
0,1,30,4,.2
0,2,30,4,.21
0,3,30,4,.21
0,4,30,4,.2
0,5,30,4,.18
0,6,30,4,.2
0,7,30,4,.21
0,8,30,4,.2
0,9,30,4,.18
0,10,30,4,.19
0,11,30,4,.18
0,12,30,4,.18
0,13,30,4,.16
0,14,30,4,.15
0,15,30,4,.14
0,16,30,4,.15
0,17,30,4,.17
0,18,30,4,.17
0,19,30,4,.17
0,20,30,4,.16
0,21,30,4,.15
0,22,30,4,.15
0,23,30,4,.15
0,0,1,5,.15
0,1,1,5,.14
0,2,1,5,.14
0,3,1,5,.14
0,4,1,5,.14
0,5,1,5,.12
0,6,1,5,.13
0,7,1,5,.12
0,8,1,5,.12
0,9,1,5,.13
0,10,1,5,.13
0,11,1,5,.12
0,12,1,5,.13
0,13,1,5,.14
0,14,1,5,.13
0,15,1,5,.13
0,16,1,5,.13
0,17,1,5,.15
0,18,1,5,.17
0,19,1,5,.16
0,20,1,5,.15
0,21,1,5,.19
0,22,1,5,.18
0,23,1,5,.16
0,0,2,5,.16
0,1,2,5,.15
0,2,2,5,.15
0,3,2,5,.16
0,4,2,5,.18
0,5,2,5,.16
0,6,2,5,.16
0,7,2,5,.17
0,8,2,5,.16
0,9,2,5,.17
0,10,2,5,.17
0,11,2,5,.15
0,12,2,5,.14
0,13,2,5,.14
0,14,2,5,.14
0,15,2,5,.13
0,16,2,5,.14
0,17,2,5,.15
0,18,2,5,.15
0,19,2,5,.15
0,20,2,5,.15
0,21,2,5,.14
0,22,2,5,.13
0,23,2,5,.14
0,0,3,5,.13
0,1,3,5,.13
0,2,3,5,.13
0,3,3,5,.14
0,4,3,5,.14
0,5,3,5,.14
0,6,3,5,.15
0,7,3,5,.15
0,8,3,5,.16
0,9,3,5,.16
0,10,3,5,.16
0,11,3,5,.16
0,12,3,5,.17
0,13,3,5,.17
0,14,3,5,.18
0,15,3,5,.19
0,16,3,5,.2
0,17,3,5,.2
0,18,3,5,.2
0,19,3,5,.21
0,20,3,5,.2
0,21,3,5,.2
0,22,3,5,.18
0,23,3,5,.19
0,0,4,5,.2
0,1,4,5,.18
0,2,4,5,.17
0,3,4,5,.16
0,4,4,5,.16
0,5,4,5,.13
0,6,4,5,.14
0,7,4,5,.14
0,8,4,5,.14
0,9,4,5,.15
0,10,4,5,.15
0,11,4,5,.15
0,12,4,5,.16
0,13,4,5,.17
0,14,4,5,.17
0,15,4,5,.18
0,16,4,5,.19
0,17,4,5,.21
0,18,4,5,.22
0,19,4,5,.22
0,20,4,5,.2
0,21,4,5,.2
0,22,4,5,.19
0,23,4,5,.19
0,0,5,5,.2
0,1,5,5,.19
0,2,5,5,.2
0,3,5,5,.21
0,4,5,5,.21
0,5,5,5,.18
0,6,5,5,.19
0,7,5,5,.19
0,8,5,5,.2
0,9,5,5,.23
0,10,5,5,.19
0,11,5,5,.18
0,12,5,5,.18
0,13,5,5,.18
0,14,5,5,.17
0,15,5,5,.17
0,16,5,5,.18
0,17,5,5,.16
0,18,5,5,.18
0,19,5,5,.16
0,20,5,5,.16
0,21,5,5,.15
0,22,5,5,.15
0,23,5,5,.14
0,0,6,5,.13
0,1,6,5,.12
0,2,6,5,.13
0,3,6,5,.12
0,4,6,5,.13
0,5,6,5,.12
0,6,6,5,.14
0,7,6,5,.13
0,8,6,5,.12
0,9,6,5,.12
0,10,6,5,.12
0,11,6,5,.13
0,12,6,5,.14
0,13,6,5,.14
0,14,6,5,.14
0,15,6,5,.15
0,16,6,5,.14
0,17,6,5,.13
0,18,6,5,.14
0,19,6,5,.14
0,20,6,5,.15
0,21,6,5,.15
0,22,6,5,.15
0,23,6,5,.13
0,0,7,5,.15
0,1,7,5,.16
0,2,7,5,.14
0,3,7,5,.15
0,4,7,5,.14
0,5,7,5,.17
0,6,7,5,.21
0,7,7,5,.16
0,8,7,5,.19
0,9,7,5,.17
0,10,7,5,.16
0,11,7,5,.15
0,12,7,5,9999
0,13,7,5,.2
0,14,7,5,.17
0,15,7,5,.16
0,16,7,5,.16
0,17,7,5,.15
0,18,7,5,.16
0,19,7,5,.15
0,20,7,5,.15
0,21,7,5,.16
0,22,7,5,.15
0,23,7,5,.15
0,0,8,5,.16
0,1,8,5,.13
0,2,8,5,.14
0,3,8,5,.14
0,4,8,5,.13
0,5,8,5,.17
0,6,8,5,.19
0,7,8,5,.22
0,8,8,5,.22
0,9,8,5,.21
0,10,8,5,.21
0,11,8,5,.19
0,12,8,5,.19
0,13,8,5,.18
0,14,8,5,.17
0,15,8,5,.17
0,16,8,5,.18
0,17,8,5,.16
0,18,8,5,.15
0,19,8,5,.15
0,20,8,5,.15
0,21,8,5,.14
0,22,8,5,.14
0,23,8,5,.15
0,0,9,5,.15
0,1,9,5,.13
0,2,9,5,.14
0,3,9,5,.13
0,4,9,5,.14
0,5,9,5,.13
0,6,9,5,.15
0,7,9,5,.12
0,8,9,5,.12
0,9,9,5,.12
0,10,9,5,.12
0,11,9,5,.13
0,12,9,5,.14
0,13,9,5,.14
0,14,9,5,.14
0,15,9,5,.15
0,16,9,5,.15
0,17,9,5,.15
0,18,9,5,.17
0,19,9,5,.16
0,20,9,5,.19
0,21,9,5,.2
0,22,9,5,.18
0,23,9,5,.18
0,0,10,5,.19
0,1,10,5,.16
0,2,10,5,.16
0,3,10,5,.17
0,4,10,5,.18
0,5,10,5,.2
0,6,10,5,.22
0,7,10,5,.26
0,8,10,5,.23
0,9,10,5,.18
0,10,10,5,.17
0,11,10,5,.14
0,12,10,5,.13
0,13,10,5,.13
0,14,10,5,.13
0,15,10,5,.14
0,16,10,5,.13
0,17,10,5,.15
0,18,10,5,.16
0,19,10,5,.15
0,20,10,5,.15
0,21,10,5,.15
0,22,10,5,.14
0,23,10,5,.13
0,0,11,5,.13
0,1,11,5,.13
0,2,11,5,.13
0,3,11,5,.14
0,4,11,5,.14
0,5,11,5,.15
0,6,11,5,.15
0,7,11,5,.16
0,8,11,5,.16
0,9,11,5,.16
0,10,11,5,.15
0,11,11,5,.16
0,12,11,5,.15
0,13,11,5,.16
0,14,11,5,.17
0,15,11,5,.16
0,16,11,5,.16
0,17,11,5,.16
0,18,11,5,.17
0,19,11,5,.16
0,20,11,5,.16
0,21,11,5,.16
0,22,11,5,.16
0,23,11,5,.14
0,0,12,5,.13
0,1,12,5,.12
0,2,12,5,.13
0,3,12,5,.13
0,4,12,5,.13
0,5,12,5,.13
0,6,12,5,.14
0,7,12,5,.14
0,8,12,5,.14
0,9,12,5,.14
0,10,12,5,.14
0,11,12,5,.14
0,12,12,5,.14
0,13,12,5,.13
0,14,12,5,.12
0,15,12,5,.12
0,16,12,5,.11
0,17,12,5,.12
0,18,12,5,.12
0,19,12,5,.14
0,20,12,5,.19
0,21,12,5,.15
0,22,12,5,.15
0,23,12,5,.17
0,0,13,5,.18
0,1,13,5,.15
0,2,13,5,.15
0,3,13,5,.14
0,4,13,5,.15
0,5,13,5,.16
0,6,13,5,.17
0,7,13,5,.19
0,8,13,5,.18
0,9,13,5,.14
0,10,13,5,.14
0,11,13,5,.12
0,12,13,5,.13
0,13,13,5,.13
0,14,13,5,.14
0,15,13,5,.13
0,16,13,5,.13
0,17,13,5,.14
0,18,13,5,.14
0,19,13,5,.15
0,20,13,5,.16
0,21,13,5,.17
0,22,13,5,.17
0,23,13,5,.17
0,0,14,5,.17
0,1,14,5,.17
0,2,14,5,.17
0,3,14,5,.15
0,4,14,5,.14
0,5,14,5,.15
0,6,14,5,.18
0,7,14,5,.18
0,8,14,5,.17
0,9,14,5,.16
0,10,14,5,.16
0,11,14,5,.14
0,12,14,5,.14
0,13,14,5,.13
0,14,14,5,.13
0,15,14,5,.13
0,16,14,5,.13
0,17,14,5,.14
0,18,14,5,.16
0,19,14,5,.19
0,20,14,5,.16
0,21,14,5,.16
0,22,14,5,.16
0,23,14,5,.15
0,0,15,5,.15
0,1,15,5,.13
0,2,15,5,.15
0,3,15,5,.15
0,4,15,5,.15
0,5,15,5,.15
0,6,15,5,.14
0,7,15,5,.15
0,8,15,5,.14
0,9,15,5,.15
0,10,15,5,.15
0,11,15,5,.15
0,12,15,5,.14
0,13,15,5,.13
0,14,15,5,.13
0,15,15,5,.14
0,16,15,5,.14
0,17,15,5,.15
0,18,15,5,.16
0,19,15,5,.18
0,20,15,5,.16
0,21,15,5,.19
0,22,15,5,.19
0,23,15,5,.18
0,0,16,5,.19
0,1,16,5,.18
0,2,16,5,.19
0,3,16,5,.18
0,4,16,5,.18
0,5,16,5,.16
0,6,16,5,.16
0,7,16,5,.16
0,8,16,5,.16
0,9,16,5,.16
0,10,16,5,.14
0,11,16,5,.14
0,12,16,5,.15
0,13,16,5,.16
0,14,16,5,.15
0,15,16,5,.15
0,16,16,5,.15
0,17,16,5,.13
0,18,16,5,.13
0,19,16,5,.14
0,20,16,5,.15
0,21,16,5,.15
0,22,16,5,.14
0,23,16,5,.17
0,0,17,5,.2
0,1,17,5,.21
0,2,17,5,.21
0,3,17,5,.2
0,4,17,5,.2
0,5,17,5,.2
0,6,17,5,.23
0,7,17,5,.26
0,8,17,5,.33
0,9,17,5,.3
0,10,17,5,.22
0,11,17,5,.15
0,12,17,5,.13
0,13,17,5,.13
0,14,17,5,.13
0,15,17,5,.13
0,16,17,5,.15
0,17,17,5,.15
0,18,17,5,.16
0,19,17,5,.17
0,20,17,5,.17
0,21,17,5,.16
0,22,17,5,.16
0,23,17,5,.15
0,0,18,5,.16
0,1,18,5,.16
0,2,18,5,.16
0,3,18,5,.16
0,4,18,5,.17
0,5,18,5,.18
0,6,18,5,.21
0,7,18,5,.23
0,8,18,5,.21
0,9,18,5,9999
0,10,18,5,9999
0,11,18,5,.21
0,12,18,5,9999
0,13,18,5,9999
0,14,18,5,9999
0,15,18,5,9999
0,16,18,5,9999
0,17,18,5,9999
0,18,18,5,9999
0,19,18,5,9999
0,20,18,5,9999
0,21,18,5,9999
0,22,18,5,9999
0,23,18,5,9999
0,0,19,5,9999
0,1,19,5,9999
0,2,19,5,9999
0,3,19,5,9999
0,4,19,5,9999
0,5,19,5,9999
0,6,19,5,9999
0,7,19,5,9999
0,8,19,5,9999
0,9,19,5,
0,10,19,5,
0,11,19,5,
0,12,19,5,
0,13,19,5,
0,14,19,5,
0,15,19,5,
0,16,19,5,
0,17,19,5,
0,18,19,5,
0,19,19,5,
0,20,19,5,
0,21,19,5,
0,22,19,5,
0,23,19,5,
