minute,hour,day,month,temp,humidity,wind,pressure,precip,pm2.5,co,no2,o3,so2
29,21,19,2,20.2,90,4.7,30.11,0.0,-999,-999,-999,-999,-999
29,22,19,2,19.2,90,4.2,30.11,0.0,-999,-999,-999,-999,-999
29,23,19,2,17.8,91,3.8,30.1,0.0,-999,-999,-999,-999,-999
34,0,19,2,18.7,72,0.9,30.34,0.0,-999,-999,-999,-999,-999
34,1,19,2,19.1,70,2.9,30.33,0.0,-999,-999,-999,-999,-999
34,2,19,2,18.8,72,1.1,30.32,0.0,-999,-999,-999,-999,-999
34,3,19,2,17.1,76,2.8,30.3,0.0,-999,-999,-999,-999,-999
34,4,19,2,15.9,77,1.8,30.28,0.0,-999,-999,-999,-999,-999
34,5,19,2,16.7,75,1.2,30.28,0.0,-999,-999,-999,-999,-999
34,6,19,2,16.9,74,3.0,30.26,0.0,-999,-999,-999,-999,-999
34,7,19,2,16.9,75,2.9,30.25,0.0,-999,-999,-999,-999,-999
34,8,19,2,18.0,73,3.2,30.25,0.0,-999,-999,-999,-999,-999
34,9,19,2,18.6,77,4.8,30.23,0.0,-999,-999,-999,-999,-999
34,10,19,2,19.7,79,3.5,30.21,0.0,-999,-999,-999,-999,-999
34,11,19,2,21.3,75,4.6,30.2,0.0,-999,-999,-999,-999,-999
34,12,19,2,21.0,73,8.2,30.17,0.0,-999,-999,-999,-999,-999
34,13,19,2,21.7,75,5.0,30.15,0.0,-999,-999,-999,-999,-999
34,14,19,2,21.8,81,2.9,30.13,0.0,-999,-999,-999,-999,-999
34,15,19,2,21.3,86,1.5,30.13,0.0,-999,-999,-999,-999,-999
34,16,19,2,21.0,87,2.4,30.12,0.0,-999,-999,-999,-999,-999
34,17,19,2,20.9,86,0.7,30.11,0.0,-999,-999,-999,-999,-999
34,18,19,2,20.9,86,0.0,30.12,0.0,-999,-999,-999,-999,-999
34,19,19,2,20.7,89,3.4,30.12,0.0,-999,-999,-999,-999,-999
34,20,19,2,20.7,90,1.0,30.11,0.0,-999,-999,-999,-999,-999
34,21,19,2,20.1,90,5.2,30.11,0.0,-999,-999,-999,-999,-999
34,22,19,2,19.1,90,2.8,30.11,0.0,-999,-999,-999,-999,-999
34,23,19,2,17.6,92,4.3,30.1,0.0,-999,-999,-999,-999,-999
39,0,19,2,18.8,71,2.8,30.34,0.0,-999,-999,-999,-999,-999
39,1,19,2,19.0,70,3.8,30.33,0.0,-999,-999,-999,-999,-999
39,2,19,2,18.8,72,3.5,30.32,0.0,-999,-999,-999,-999,-999
39,3,19,2,16.9,76,1.5,30.3,0.0,-999,-999,-999,-999,-999
39,4,19,2,15.8,77,1.6,30.28,0.0,-999,-999,-999,-999,-999
39,5,19,2,16.6,75,3.9,30.28,0.0,-999,-999,-999,-999,-999
39,6,19,2,16.9,74,2.0,30.26,0.0,-999,-999,-999,-999,-999
39,7,19,2,17.0,74,1.9,30.25,0.0,-999,-999,-999,-999,-999
39,8,19,2,18.0,73,5.6,30.25,0.0,-999,-999,-999,-999,-999
39,9,19,2,18.7,77,3.1,30.23,0.0,-999,-999,-999,-999,-999
39,10,19,2,19.8,78,6.2,30.21,0.0,-999,-999,-999,-999,-999
39,11,19,2,21.6,74,4.4,30.2,0.0,-999,-999,-999,-999,-999
39,12,19,2,21.1,74,6.6,30.17,0.0,-999,-999,-999,-999,-999
39,13,19,2,21.5,76,5.7,30.14,0.0,-999,-999,-999,-999,-999
39,14,19,2,21.9,81,2.4,30.13,0.0,-999,-999,-999,-999,-999
39,15,19,2,21.3,86,1.0,30.13,0.0,-999,-999,-999,-999,-999
39,16,19,2,21.1,87,2.3,30.12,0.0,-999,-999,-999,-999,-999
39,17,19,2,21.0,86,0.1,30.11,0.0,-999,-999,-999,-999,-999
39,18,19,2,20.9,87,0.0,30.12,0.0,-999,-999,-999,-999,-999
39,19,19,2,20.7,89,1.7,30.12,0.0,-999,-999,-999,-999,-999
39,20,19,2,20.7,90,2.6,30.11,0.0,-999,-999,-999,-999,-999
39,21,19,2,20.0,89,4.9,30.11,0.0,-999,-999,-999,-999,-999
39,22,19,2,19.1,90,3.0,30.11,0.0,-999,-999,-999,-999,-999
39,23,19,2,17.4,92,3.7,30.1,0.0,-999,-999,-999,-999,-999
44,0,19,2,18.8,71,3.2,30.33,0.0,-999,-999,-999,-999,-999
44,1,19,2,19.0,70,4.1,30.33,0.0,-999,-999,-999,-999,-999
44,2,19,2,18.7,72,2.1,30.31,0.0,-999,-999,-999,-999,-999
44,3,19,2,16.8,76,0.7,30.3,0.0,-999,-999,-999,-999,-999
44,4,19,2,15.9,77,0.8,30.28,0.0,-999,-999,-999,-999,-999
44,5,19,2,16.5,75,4.0,30.28,0.0,-999,-999,-999,-999,-999
44,6,19,2,16.8,75,2.1,30.26,0.0,-999,-999,-999,-999,-999
44,7,19,2,17.3,74,2.2,30.25,0.0,-999,-999,-999,-999,-999
44,8,19,2,18.0,75,2.4,30.25,0.0,-999,-999,-999,-999,-999
44,9,19,2,19.0,77,4.2,30.23,0.0,-999,-999,-999,-999,-999
44,10,19,2,19.7,78,5.7,30.21,0.0,-999,-999,-999,-999,-999
44,11,19,2,21.6,72,4.4,30.2,0.0,-999,-999,-999,-999,-999
44,12,19,2,21.2,73,6.7,30.16,0.0,-999,-999,-999,-999,-999
44,13,19,2,21.5,77,5.0,30.14,0.0,-999,-999,-999,-999,-999
44,14,19,2,22.0,81,2.6,30.13,0.0,-999,-999,-999,-999,-999
44,15,19,2,21.3,86,0.7,30.13,0.0,-999,-999,-999,-999,-999
44,16,19,2,21.1,87,1.7,30.12,0.0,-999,-999,-999,-999,-999
44,17,19,2,20.9,86,0.5,30.11,0.0,-999,-999,-999,-999,-999
44,18,19,2,20.9,87,0.0,30.12,0.0,-999,-999,-999,-999,-999
44,19,19,2,20.6,89,2.6,30.12,0.0,-999,-999,-999,-999,-999
44,20,19,2,20.7,90,2.3,30.11,0.0,-999,-999,-999,-999,-999
44,21,19,2,19.9,89,5.0,30.11,0.0,-999,-999,-999,-999,-999
44,22,19,2,18.9,90,4.3,30.11,0.0,-999,-999,-999,-999,-999
44,23,19,2,17.3,92,3.7,30.1,0.0,-999,-999,-999,-999,-999
49,0,19,2,18.9,71,3.9,30.33,0.0,-999,-999,-999,-999,-999
49,1,19,2,19.0,70,2.8,30.32,0.0,-999,-999,-999,-999,-999
49,2,19,2,18.6,73,2.4,30.31,0.0,-999,-999,-999,-999,-999
49,3,19,2,16.6,76,2.1,30.3,0.0,-999,-999,-999,-999,-999
49,4,19,2,15.9,77,0.9,30.28,0.0,-999,-999,-999,-999,-999
49,5,19,2,16.4,75,4.2,30.28,0.0,-999,-999,-999,-999,-999
49,6,19,2,16.6,75,3.6,30.25,0.0,-999,-999,-999,-999,-999
49,7,19,2,17.4,73,4.6,30.25,0.0,-999,-999,-999,-999,-999
49,8,19,2,18.1,74,4.4,30.25,0.0,-999,-999,-999,-999,-999
49,9,19,2,18.8,78,4.6,30.23,0.0,-999,-999,-999,-999,-999
49,10,19,2,20.1,76,6.4,30.21,0.0,-999,-999,-999,-999,-999
49,11,19,2,21.6,72,5.3,30.2,0.0,-999,-999,-999,-999,-999
49,12,19,2,21.4,73,5.3,30.16,0.0,-999,-999,-999,-999,-999
49,13,19,2,21.9,79,2.7,30.14,0.0,-999,-999,-999,-999,-999
49,14,19,2,21.6,81,3.9,30.13,0.0,-999,-999,-999,-999,-999
49,15,19,2,21.4,86,1.4,30.13,0.0,-999,-999,-999,-999,-999
49,16,19,2,21.1,87,2.7,30.11,0.0,-999,-999,-999,-999,-999
49,17,19,2,20.9,86,0.8,30.11,0.0,-999,-999,-999,-999,-999
49,18,19,2,21.0,87,0.0,30.12,0.0,-999,-999,-999,-999,-999
49,19,19,2,20.6,90,1.9,30.12,0.0,-999,-999,-999,-999,-999
49,20,19,2,20.6,90,2.3,30.11,0.0,-999,-999,-999,-999,-999
49,21,19,2,19.8,89,5.2,30.11,0.0,-999,-999,-999,-999,-999
49,22,19,2,18.8,90,2.8,30.11,0.0,-999,-999,-999,-999,-999
49,23,19,2,17.2,92,3.5,30.1,0.0,-999,-999,-999,-999,-999
54,0,19,2,18.9,71,3.8,30.33,0.0,-999,-999,-999,-999,-999
54,1,19,2,19.1,71,2.7,30.32,0.0,-999,-999,-999,-999,-999
54,2,19,2,18.7,73,2.4,30.31,0.0,-999,-999,-999,-999,-999
54,3,19,2,16.4,76,2.3,30.3,0.0,-999,-999,-999,-999,-999
54,4,19,2,16.0,77,1.0,30.28,0.0,-999,-999,-999,-999,-999
54,5,19,2,16.4,75,3.2,30.27,0.0,-999,-999,-999,-999,-999
54,6,19,2,16.6,75,3.1,30.25,0.0,-999,-999,-999,-999,-999
54,7,19,2,17.5,72,3.4,30.25,0.0,-999,-999,-999,-999,-999
54,8,19,2,18.0,75,4.1,30.25,0.0,-999,-999,-999,-999,-999
54,9,19,2,18.9,78,4.7,30.22,0.0,-999,-999,-999,-999,-999
54,10,19,2,19.9,76,7.3,30.21,0.0,-999,-999,-999,-999,-999
54,11,19,2,21.7,72,3.9,30.2,0.0,-999,-999,-999,-999,-999
54,12,19,2,21.4,73,4.8,30.16,0.0,-999,-999,-999,-999,-999
54,13,19,2,22.0,78,2.3,30.14,0.0,-999,-999,-999,-999,-999
54,14,19,2,21.7,83,2.9,30.13,0.0,-999,-999,-999,-999,-999
54,15,19,2,21.2,86,3.0,30.13,0.0,-999,-999,-999,-999,-999
54,16,19,2,21.0,87,1.7,30.12,0.0,-999,-999,-999,-999,-999
54,17,19,2,20.8,86,0.1,30.11,0.0,-999,-999,-999,-999,-999
54,18,19,2,20.9,87,0.0,30.12,0.0,-999,-999,-999,-999,-999
54,19,19,2,20.7,90,0.7,30.12,0.0,-999,-999,-999,-999,-999
54,20,19,2,20.5,90,2.6,30.11,0.0,-999,-999,-999,-999,-999
54,21,19,2,19.8,89,5.0,30.11,0.0,-999,-999,-999,-999,-999
54,22,19,2,18.7,90,3.0,30.11,0.0,-999,-999,-999,-999,-999
54,23,19,2,16.9,92,3.4,30.1,0.0,-999,-999,-999,-999,-999
59,0,19,2,18.9,71,2.7,30.33,0.0,-999,-999,-999,-999,-999
59,1,19,2,19.1,71,2.7,30.32,0.0,-999,-999,-999,-999,-999
59,2,19,2,18.4,73,1.1,30.31,0.0,-999,-999,-999,-999,-999
59,3,19,2,16.3,76,2.3,30.3,0.0,-999,-999,-999,-999,-999
59,4,19,2,16.1,77,0.6,30.28,0.0,-999,-999,-999,-999,-999
59,5,19,2,16.4,75,4.2,30.27,0.0,-999,-999,-999,-999,-999
59,6,19,2,16.6,75,3.7,30.25,0.0,-999,-999,-999,-999,-999
59,7,19,2,17.6,72,4.7,30.25,0.0,-999,-999,-999,-999,-999
59,8,19,2,18.0,76,4.6,30.24,0.0,-999,-999,-999,-999,-999
59,9,19,2,18.8,78,5.3,30.22,0.0,-999,-999,-999,-999,-999
59,10,19,2,20.2,75,6.5,30.21,0.0,-999,-999,-999,-999,-999
59,11,19,2,21.8,71,5.2,30.19,0.0,-999,-999,-999,-999,-999
59,12,19,2,21.8,73,5.3,30.16,0.0,-999,-999,-999,-999,-999
59,13,19,2,22.1,78,3.3,30.14,0.0,-999,-999,-999,-999,-999
59,14,19,2,21.5,83,3.4,30.13,0.0,-999,-999,-999,-999,-999
59,15,19,2,21.0,86,3.4,30.12,0.0,-999,-999,-999,-999,-999
59,16,19,2,20.9,87,2.1,30.12,0.0,-999,-999,-999,-999,-999
59,17,19,2,20.9,86,0.2,30.11,0.0,-999,-999,-999,-999,-999
59,18,19,2,20.8,87,0.0,30.12,0.0,-999,-999,-999,-999,-999
59,19,19,2,20.7,89,3.0,30.12,0.0,-999,-999,-999,-999,-999
59,20,19,2,20.4,90,2.5,30.11,0.0,-999,-999,-999,-999,-999
59,21,19,2,19.7,89,4.9,30.11,0.0,-999,-999,-999,-999,-999
59,22,19,2,18.5,90,2.9,30.1,0.0,-999,-999,-999,-999,-999
59,23,19,2,16.6,92,4.7,30.1,0.0,-999,-999,-999,-999,-999
1,13,20,2,25.4,58,2.0,30.12,0.0,-999,-999,-999,-999,-999
4,0,20,2,16.4,92,4.3,30.1,0.0,-999,-999,-999,-999,-999
4,1,20,2,14.1,93,6.0,30.1,0.0,-999,-999,-999,-999,-999
4,2,20,2,12.2,91,5.8,30.1,0.0,-999,-999,-999,-999,-999
4,3,20,2,11.4,91,5.5,30.09,0.0,-999,-999,-999,-999,-999
4,4,20,2,10.0,90,6.2,30.09,0.0,-999,-999,-999,-999,-999
4,5,20,2,9.4,90,4.4,30.1,0.0,-999,-999,-999,-999,-999
4,6,20,2,9.9,90,4.7,30.1,0.0,-999,-999,-999,-999,-999
4,7,20,2,9.8,90,3.6,30.1,0.0,-999,-999,-999,-999,-999
4,8,20,2,11.5,90,3.2,30.11,0.0,-999,-999,-999,-999,-999
4,9,20,2,13.3,91,3.8,30.11,0.0,-999,-999,-999,-999,-999
4,10,20,2,17.0,89,2.7,30.11,0.0,-999,-999,-999,-999,-999
4,11,20,2,21.1,77,5.8,30.12,0.0,-999,-999,-999,-999,-999
4,12,20,2,26.3,66,3.8,30.12,0.0,-999,-999,-999,-999,-999
4,14,20,2,27.0,57,0.9,30.12,0.0,-999,-999,-999,-999,-999
4,15,20,2,27.0,57,3.2,30.13,0.0,-999,-999,-999,-999,-999
4,16,20,2,27.0,56,0.9,30.15,0.0,-999,-999,-999,-999,-999
4,17,20,2,26.7,58,1.1,30.17,0.0,-999,-999,-999,-999,-999
4,18,20,2,26.1,60,2.0,30.19,0.0,-999,-999,-999,-999,-999
4,19,20,2,25.8,60,3.1,30.22,0.0,-999,-999,-999,-999,-999
4,20,20,2,24.8,62,1.2,30.25,0.0,-999,-999,-999,-999,-999
4,21,20,2,23.7,61,1.2,30.27,0.0,-999,-999,-999,-999,-999
4,22,20,2,22.2,65,0.0,30.29,0.0,-999,-999,-999,-999,-999
4,23,20,2,20.4,67,2.2,30.31,0.0,-999,-999,-999,-999,-999
9,0,20,2,16.2,92,5.1,30.1,0.0,-999,-999,-999,-999,-999
9,1,20,2,13.9,93,5.5,30.09,0.0,-999,-999,-999,-999,-999
9,2,20,2,12.2,91,4.8,30.1,0.0,-999,-999,-999,-999,-999
9,3,20,2,11.4,91,4.7,30.09,0.0,-999,-999,-999,-999,-999
9,4,20,2,10.0,90,4.6,30.09,0.0,-999,-999,-999,-999,-999
9,5,20,2,9.5,90,4.4,30.1,0.0,-999,-999,-999,-999,-999
9,6,20,2,9.9,90,4.2,30.09,0.0,-999,-999,-999,-999,-999
9,7,20,2,9.9,90,2.3,30.1,0.0,-999,-999,-999,-999,-999
9,8,20,2,11.6,90,3.8,30.11,0.0,-999,-999,-999,-999,-999
9,9,20,2,13.5,90,3.5,30.11,0.0,-999,-999,-999,-999,-999
9,10,20,2,16.3,85,2.6,30.11,0.0,-999,-999,-999,-999,-999
9,11,20,2,20.8,77,6.5,30.12,0.0,-999,-999,-999,-999,-999
9,12,20,2,26.3,62,4.0,30.12,0.0,-999,-999,-999,-999,-999
9,13,20,2,25.4,58,2.7,30.12,0.0,-999,-999,-999,-999,-999
9,14,20,2,26.6,57,1.9,30.12,0.0,-999,-999,-999,-999,-999
9,15,20,2,26.7,57,3.0,30.13,0.0,-999,-999,-999,-999,-999
9,16,20,2,27.0,56,2.4,30.15,0.0,-999,-999,-999,-999,-999
9,17,20,2,26.8,58,2.1,30.17,0.0,-999,-999,-999,-999,-999
9,18,20,2,26.1,60,1.3,30.19,0.0,-999,-999,-999,-999,-999
9,19,20,2,25.7,61,1.5,30.22,0.0,-999,-999,-999,-999,-999
9,20,20,2,24.7,62,1.4,30.25,0.0,-999,-999,-999,-999,-999
9,21,20,2,23.6,62,1.4,30.27,0.0,-999,-999,-999,-999,-999
9,22,20,2,22.0,65,0.3,30.29,0.0,-999,-999,-999,-999,-999
9,23,20,2,20.3,67,1.9,30.31,0.0,-999,-999,-999,-999,-999
10,2,20,2,12.3,91,6.5,30.1,0.0,-999,-999,-999,-999,-999
11,6,20,2,9.8,90,2.9,30.09,0.0,-999,-999,-999,-999,-999
14,0,20,2,16.1,93,5.0,30.09,0.0,-999,-999,-999,-999,-999
14,1,20,2,13.7,93,5.3,30.09,0.0,-999,-999,-999,-999,-999
14,3,20,2,11.3,91,4.4,30.09,0.0,-999,-999,-999,-999,-999
14,4,20,2,10.0,90,4.0,30.09,0.0,-999,-999,-999,-999,-999
14,5,20,2,9.6,90,5.2,30.1,0.0,-999,-999,-999,-999,-999
14,7,20,2,9.9,90,3.4,30.11,0.0,-999,-999,-999,-999,-999
14,8,20,2,11.5,90,2.6,30.11,0.0,-999,-999,-999,-999,-999
14,9,20,2,13.8,91,4.1,30.11,0.0,-999,-999,-999,-999,-999
14,10,20,2,17.5,83,3.7,30.12,0.0,-999,-999,-999,-999,-999
14,11,20,2,21.5,76,6.3,30.12,0.0,-999,-999,-999,-999,-999
14,12,20,2,27.1,61,2.4,30.12,0.0,-999,-999,-999,-999,-999
14,13,20,2,25.2,59,4.5,30.12,0.0,-999,-999,-999,-999,-999
14,14,20,2,26.6,57,3.2,30.12,0.0,-999,-999,-999,-999,-999
14,15,20,2,26.7,56,3.2,30.13,0.0,-999,-999,-999,-999,-999
14,16,20,2,26.9,55,3.4,30.15,0.0,-999,-999,-999,-999,-999
14,17,20,2,26.9,57,1.1,30.17,0.0,-999,-999,-999,-999,-999
14,18,20,2,26.2,61,0.9,30.2,0.0,-999,-999,-999,-999,-999
14,19,20,2,25.6,61,3.0,30.23,0.0,-999,-999,-999,-999,-999
14,20,20,2,24.6,61,1.4,30.25,0.0,-999,-999,-999,-999,-999
14,21,20,2,23.5,62,2.0,30.27,0.0,-999,-999,-999,-999,-999
14,22,20,2,22.0,65,1.4,30.29,0.0,-999,-999,-999,-999,-999
14,23,20,2,19.9,68,2.4,30.31,0.0,-999,-999,-999,-999,-999
19,0,20,2,15.9,93,5.6,30.09,0.0,-999,-999,-999,-999,-999
19,1,20,2,13.5,93,6.9,30.09,0.0,-999,-999,-999,-999,-999
19,2,20,2,12.3,91,6.1,30.09,0.0,-999,-999,-999,-999,-999
19,3,20,2,11.1,91,5.8,30.09,0.0,-999,-999,-999,-999,-999
19,4,20,2,9.9,90,3.7,30.09,0.0,-999,-999,-999,-999,-999
19,5,20,2,9.7,90,5.0,30.1,0.0,-999,-999,-999,-999,-999
19,6,20,2,9.9,90,4.0,30.1,0.0,-999,-999,-999,-999,-999
19,7,20,2,9.9,90,4.4,30.11,0.0,-999,-999,-999,-999,-999
19,8,20,2,12.1,90,2.5,30.11,0.0,-999,-999,-999,-999,-999
19,9,20,2,13.6,90,4.4,30.11,0.0,-999,-999,-999,-999,-999
19,10,20,2,17.5,82,4.8,30.12,0.0,-999,-999,-999,-999,-999
19,11,20,2,21.4,76,6.8,30.12,0.0,-999,-999,-999,-999,-999
19,12,20,2,27.4,61,3.8,30.12,0.0,-999,-999,-999,-999,-999
19,13,20,2,25.1,59,3.5,30.11,0.0,-999,-999,-999,-999,-999
19,14,20,2,27.0,56,1.6,30.12,0.0,-999,-999,-999,-999,-999
19,15,20,2,27.2,56,4.1,30.13,0.0,-999,-999,-999,-999,-999
19,16,20,2,26.8,56,1.6,30.15,0.0,-999,-999,-999,-999,-999
19,17,20,2,26.6,58,3.4,30.17,0.0,-999,-999,-999,-999,-999
19,18,20,2,26.2,61,0.7,30.2,0.0,-999,-999,-999,-999,-999
19,19,20,2,25.6,61,2.4,30.23,0.0,-999,-999,-999,-999,-999
19,20,20,2,24.5,62,0.9,30.25,0.0,-999,-999,-999,-999,-999
19,21,20,2,23.4,62,2.0,30.27,0.0,-999,-999,-999,-999,-999
19,22,20,2,22.1,64,1.6,30.3,0.0,-999,-999,-999,-999,-999
19,23,20,2,19.3,70,1.9,30.32,0.0,-999,-999,-999,-999,-999
24,0,20,2,15.6,93,5.4,30.1,0.0,-999,-999,-999,-999,-999
24,1,20,2,13.3,93,5.2,30.09,0.0,-999,-999,-999,-999,-999
24,2,20,2,12.3,91,5.2,30.09,0.0,-999,-999,-999,-999,-999
24,3,20,2,10.9,91,4.9,30.09,0.0,-999,-999,-999,-999,-999
24,4,20,2,9.7,90,5.4,30.1,0.0,-999,-999,-999,-999,-999
24,5,20,2,9.6,90,6.1,30.1,0.0,-999,-999,-999,-999,-999
24,6,20,2,9.8,90,4.6,30.1,0.0,-999,-999,-999,-999,-999
24,7,20,2,10.1,90,3.5,30.11,0.0,-999,-999,-999,-999,-999
24,8,20,2,12.2,90,2.8,30.11,0.0,-999,-999,-999,-999,-999
24,9,20,2,14.6,91,2.8,30.11,0.0,-999,-999,-999,-999,-999
24,10,20,2,17.0,82,5.3,30.12,0.0,-999,-999,-999,-999,-999
24,11,20,2,21.3,76,6.7,30.12,0.0,-999,-999,-999,-999,-999
24,12,20,2,27.1,59,3.5,30.12,0.0,-999,-999,-999,-999,-999
24,13,20,2,25.3,59,4.9,30.12,0.0,-999,-999,-999,-999,-999
24,14,20,2,27.3,58,1.6,30.12,0.0,-999,-999,-999,-999,-999
24,15,20,2,27.2,57,3.3,30.14,0.0,-999,-999,-999,-999,-999
24,16,20,2,26.7,56,2.1,30.16,0.0,-999,-999,-999,-999,-999
24,17,20,2,26.3,58,3.2,30.17,0.0,-999,-999,-999,-999,-999
24,18,20,2,26.1,61,2.3,30.2,0.0,-999,-999,-999,-999,-999
24,19,20,2,25.6,61,3.4,30.23,0.0,-999,-999,-999,-999,-999
24,20,20,2,24.4,62,1.7,30.25,0.0,-999,-999,-999,-999,-999
24,21,20,2,23.3,61,1.9,30.28,0.0,-999,-999,-999,-999,-999
24,22,20,2,22.1,65,1.0,30.3,0.0,-999,-999,-999,-999,-999
24,23,20,2,18.8,71,1.4,30.32,0.0,-999,-999,-999,-999,-999
28,16,20,2,26.8,57,2.7,30.16,0.0,-999,-999,-999,-999,-999
29,0,20,2,15.4,93,4.9,30.1,0.0,-999,-999,-999,-999,-999
29,1,20,2,13.2,93,5.7,30.09,0.0,-999,-999,-999,-999,-999
29,2,20,2,12.3,91,5.3,30.09,0.0,-999,-999,-999,-999,-999
29,3,20,2,10.8,90,4.8,30.09,0.0,-999,-999,-999,-999,-999
29,4,20,2,9.5,90,5.9,30.1,0.0,-999,-999,-999,-999,-999
29,5,20,2,9.6,90,4.7,30.1,0.0,-999,-999,-999,-999,-999
29,6,20,2,9.9,90,4.7,30.1,0.0,-999,-999,-999,-999,-999
29,7,20,2,10.3,90,3.7,30.11,0.0,-999,-999,-999,-999,-999
29,8,20,2,12.4,90,1.7,30.11,0.0,-999,-999,-999,-999,-999
29,9,20,2,14.7,91,5.4,30.11,0.0,-999,-999,-999,-999,-999
29,10,20,2,18.2,82,3.7,30.12,0.0,-999,-999,-999,-999,-999
29,11,20,2,22.2,75,5.8,30.12,0.0,-999,-999,-999,-999,-999
29,12,20,2,27.1,57,4.3,30.12,0.0,-999,-999,-999,-999,-999
29,13,20,2,25.9,58,3.0,30.12,0.0,-999,-999,-999,-999,-999
29,14,20,2,27.5,58,1.6,30.12,0.0,-999,-999,-999,-999,-999
29,15,20,2,27.6,57,2.9,30.14,0.0,-999,-999,-999,-999,-999
29,17,20,2,26.1,58,2.5,30.17,0.0,-999,-999,-999,-999,-999
29,18,20,2,26.1,60,2.3,30.21,0.0,-999,-999,-999,-999,-999
29,19,20,2,25.4,61,2.3,30.24,0.0,-999,-999,-999,-999,-999
29,20,20,2,24.2,62,1.7,30.26,0.0,-999,-999,-999,-999,-999
29,21,20,2,23.1,62,0.7,30.28,0.0,-999,-999,-999,-999,-999
29,22,20,2,21.8,66,0.0,30.3,0.0,-999,-999,-999,-999,-999
29,23,20,2,18.7,71,0.1,30.32,0.0,-999,-999,-999,-999,-999
34,0,20,2,15.3,93,4.7,30.09,0.0,-999,-999,-999,-999,-999
34,1,20,2,12.9,93,6.8,30.09,0.0,-999,-999,-999,-999,-999
34,2,20,2,12.2,91,5.7,30.09,0.0,-999,-999,-999,-999,-999
34,3,20,2,10.7,90,4.9,30.09,0.0,-999,-999,-999,-999,-999
34,4,20,2,9.5,90,5.1,30.1,0.0,-999,-999,-999,-999,-999
34,5,20,2,9.7,90,4.7,30.1,0.0,-999,-999,-999,-999,-999
34,6,20,2,9.8,90,4.6,30.1,0.0,-999,-999,-999,-999,-999
34,7,20,2,10.4,90,3.2,30.11,0.0,-999,-999,-999,-999,-999
34,8,20,2,12.7,90,2.6,30.11,0.0,-999,-999,-999,-999,-999
34,9,20,2,13.9,90,5.1,30.11,0.0,-999,-999,-999,-999,-999
34,10,20,2,19.0,80,3.9,30.12,0.0,-999,-999,-999,-999,-999
34,11,20,2,22.4,75,6.1,30.12,0.0,-999,-999,-999,-999,-999
34,12,20,2,26.3,57,5.3,30.12,0.0,-999,-999,-999,-999,-999
34,13,20,2,26.8,56,4.4,30.12,0.0,-999,-999,-999,-999,-999
34,14,20,2,27.3,57,2.9,30.12,0.0,-999,-999,-999,-999,-999
34,15,20,2,28.0,57,2.5,30.14,0.0,-999,-999,-999,-999,-999
34,16,20,2,26.8,57,3.6,30.16,0.0,-999,-999,-999,-999,-999
34,17,20,2,26.1,59,1.2,30.18,0.0,-999,-999,-999,-999,-999
34,18,20,2,26.1,60,1.3,30.21,0.0,-999,-999,-999,-999,-999
34,19,20,2,25.1,62,2.1,30.24,0.0,-999,-999,-999,-999,-999
34,20,20,2,24.2,63,1.7,30.26,0.0,-999,-999,-999,-999,-999
34,21,20,2,22.9,63,0.0,30.28,0.0,-999,-999,-999,-999,-999
34,22,20,2,21.4,66,1.6,30.3,0.0,-999,-999,-999,-999,-999
34,23,20,2,18.5,72,0.1,30.32,0.0,-999,-999,-999,-999,-999
39,0,20,2,14.9,93,5.1,30.09,0.0,-999,-999,-999,-999,-999
39,1,20,2,12.8,93,5.9,30.1,0.0,-999,-999,-999,-999,-999
39,2,20,2,12.1,91,4.4,30.09,0.0,-999,-999,-999,-999,-999
39,3,20,2,10.7,90,4.4,30.09,0.0,-999,-999,-999,-999,-999
39,4,20,2,9.5,90,4.8,30.1,0.0,-999,-999,-999,-999,-999
39,5,20,2,9.7,90,4.0,30.1,0.0,-999,-999,-999,-999,-999
39,6,20,2,9.6,90,5.2,30.1,0.0,-999,-999,-999,-999,-999
39,7,20,2,10.7,90,2.9,30.11,0.0,-999,-999,-999,-999,-999
39,8,20,2,12.3,90,3.1,30.11,0.0,-999,-999,-999,-999,-999
39,9,20,2,14.9,91,3.4,30.11,0.0,-999,-999,-999,-999,-999
39,10,20,2,19.3,80,3.4,30.12,0.0,-999,-999,-999,-999,-999
39,11,20,2,23.6,74,3.2,30.12,0.0,-999,-999,-999,-999,-999
39,12,20,2,26.5,56,4.9,30.12,0.0,-999,-999,-999,-999,-999
39,13,20,2,26.9,56,4.3,30.11,0.0,-999,-999,-999,-999,-999
39,14,20,2,27.3,56,2.9,30.12,0.0,-999,-999,-999,-999,-999
39,15,20,2,27.6,57,2.8,30.14,0.0,-999,-999,-999,-999,-999
39,16,20,2,26.7,57,3.1,30.16,0.0,-999,-999,-999,-999,-999
39,17,20,2,26.0,59,2.3,30.18,0.0,-999,-999,-999,-999,-999
39,18,20,2,26.1,60,0.7,30.21,0.0,-999,-999,-999,-999,-999
39,19,20,2,24.9,62,2.9,30.24,0.0,-999,-999,-999,-999,-999
39,20,20,2,24.1,63,1.3,30.26,0.0,-999,-999,-999,-999,-999
39,21,20,2,22.8,64,0.0,30.28,0.0,-999,-999,-999,-999,-999
39,22,20,2,20.7,68,0.7,30.3,0.0,-999,-999,-999,-999,-999
39,23,20,2,18.3,72,0.0,30.32,0.0,-999,-999,-999,-999,-999
44,0,20,2,14.7,93,4.5,30.1,0.0,-999,-999,-999,-999,-999
