minute,hour,day,month,temp,humidity,wind,pressure,precip,pm2.5,co,no2,o3,so2
0,19,9,2,-999,-999,-999,-999,-999,13,.28,21.2,24,.2
19,21,4,1,30.3,94,0.2,30.02,0.01,-999,-999,-999,-999,-999
0,20,9,2,-999,-999,-999,-999,-999,13,.26,23.9,22,.2
19,22,4,1,30.2,94,1.0,30.01,0.01,-999,-999,-999,-999,-999
0,21,9,2,-999,-999,-999,-999,-999,14,.32,28,16,.1
19,23,4,1,30.0,94,1.6,30.0,0.01,-999,-999,-999,-999,-999
0,22,9,2,-999,-999,-999,-999,-999,18,.36,31.6,10,.1
22,11,4,1,31.0,86,0.8,30.06,0.0,-999,-999,-999,-999,-999
0,23,9,2,-999,-999,-999,-999,-999,21,.35,28,12,.1
24,0,4,1,27.6,87,2.3,30.0,0.0,-999,-999,-999,-999,-999
0,0,10,2,-999,-999,-999,-999,-999,21,.35,24.6,14,.1
24,1,4,1,27.6,87,2.3,30.01,0.0,-999,-999,-999,-999,-999
0,1,10,2,-999,-999,-999,-999,-999,16,.23,11.8,27,.1
24,2,4,1,27.6,86,3.0,30.01,0.0,-999,-999,-999,-999,-999
0,2,10,2,-999,-999,-999,-999,-999,10,.15,5.7,34,.1
24,3,4,1,27.7,86,2.1,30.02,0.0,-999,-999,-999,-999,-999
0,3,10,2,-999,-999,-999,-999,-999,8,.13,6.9,34,.1
24,4,4,1,28.0,86,1.7,30.01,0.0,-999,-999,-999,-999,-999
0,4,10,2,-999,-999,-999,-999,-999,7,.14,10.3,31,.1
24,5,4,1,27.8,87,1.8,30.02,0.0,-999,-999,-999,-999,-999
0,5,10,2,-999,-999,-999,-999,-999,7,.14,7.7,33,0
24,6,4,1,28.1,87,0.9,30.04,0.0,-999,-999,-999,-999,-999
0,6,10,2,-999,-999,-999,-999,-999,6,.16,10.3,30,0
24,7,4,1,27.5,90,1.4,30.05,0.0,-999,-999,-999,-999,-999
0,7,10,2,-999,-999,-999,-999,-999,6,.18,12.5,28,.1
24,8,4,1,27.6,90,2.6,30.07,0.0,-999,-999,-999,-999,-999
0,8,10,2,-999,-999,-999,-999,-999,6,.23,11.8,29,.1
24,9,4,1,28.4,91,0.5,30.08,0.0,-999,-999,-999,-999,-999
0,9,10,2,-999,-999,-999,-999,-999,6,.17,7.3,34,.2
24,10,4,1,30.3,88,1.0,30.08,0.0,-999,-999,-999,-999,-999
0,10,10,2,-999,-999,-999,-999,-999,6,.14,4.9,37,.3
24,12,4,1,31.3,85,0.4,30.03,0.0,-999,-999,-999,-999,-999
0,11,10,2,-999,-999,-999,-999,-999,5,.17,3.9,38,.2
24,13,4,1,32.1,84,0.5,30.02,0.01,-999,-999,-999,-999,-999
0,12,10,2,-999,-999,-999,-999,-999,4,.17,3.3,39,.1
24,14,4,1,32.4,83,0.4,30.01,0.01,-999,-999,-999,-999,-999
0,13,10,2,-999,-999,-999,-999,-999,4,.16,2.5,40,.1
24,15,4,1,32.1,83,0.9,30.02,0.01,-999,-999,-999,-999,-999
0,14,10,2,-999,-999,-999,-999,-999,4,.18,2.9,40,.1
24,16,4,1,31.6,85,0.3,30.03,0.01,-999,-999,-999,-999,-999
0,15,10,2,-999,-999,-999,-999,-999,4,.18,3.6,39,.1
24,17,4,1,31.5,86,0.9,30.03,0.01,-999,-999,-999,-999,-999
0,16,10,2,-999,-999,-999,-999,-999,4,.19,4.1,39,.1
24,18,4,1,30.7,91,0.3,30.04,0.01,-999,-999,-999,-999,-999
0,17,10,2,-999,-999,-999,-999,-999,5,.19,8.2,35,.1
24,19,4,1,30.4,93,0.2,30.03,0.01,-999,-999,-999,-999,-999
0,18,10,2,-999,-999,-999,-999,-999,6,.2,12.8,30,.1
24,20,4,1,30.1,94,0.1,30.02,0.01,-999,-999,-999,-999,-999
0,19,10,2,-999,-999,-999,-999,-999,7,.22,13.6,30,.1
24,21,4,1,30.3,94,0.0,30.02,0.01,-999,-999,-999,-999,-999
0,20,10,2,-999,-999,-999,-999,-999,7,.23,14.8,28,.1
24,22,4,1,30.3,94,1.7,30.01,0.01,-999,-999,-999,-999,-999
0,21,10,2,-999,-999,-999,-999,-999,9,.29,20.9,21,.1
24,23,4,1,29.9,94,1.5,30.01,0.01,-999,-999,-999,-999,-999
0,22,10,2,-999,-999,-999,-999,-999,11,.27,18.1,23,.1
29,0,4,1,27.7,88,2.4,30.0,0.0,-999,-999,-999,-999,-999
0,23,10,2,-999,-999,-999,-999,-999,10,.27,17.7,22,.1
29,1,4,1,27.6,87,2.8,30.01,0.0,-999,-999,-999,-999,-999
0,0,11,2,-999,-999,-999,-999,-999,12,.26,11.9,26,.1
29,2,4,1,27.7,86,2.7,30.01,0.0,-999,-999,-999,-999,-999
0,1,11,2,-999,-999,-999,-999,-999,11,.21,9,28,.1
29,3,4,1,27.5,87,2.4,30.02,0.0,-999,-999,-999,-999,-999
0,2,11,2,-999,-999,-999,-999,-999,10,.2,11.9,26,.1
29,4,4,1,28.0,86,1.8,30.01,0.0,-999,-999,-999,-999,-999
0,3,11,2,-999,-999,-999,-999,-999,9,.2,12.2,25,.2
29,5,4,1,27.7,87,1.8,30.03,0.0,-999,-999,-999,-999,-999
0,4,11,2,-999,-999,-999,-999,-999,9,.21,18.8,19,.1
29,6,4,1,28.1,87,0.8,30.04,0.0,-999,-999,-999,-999,-999
0,5,11,2,-999,-999,-999,-999,-999,9,.29,21.1,17,.1
29,7,4,1,27.5,90,1.5,30.05,0.0,-999,-999,-999,-999,-999
0,6,11,2,-999,-999,-999,-999,-999,8,.25,9.8,26,.1
29,8,4,1,27.7,90,2.4,30.07,0.0,-999,-999,-999,-999,-999
0,7,11,2,-999,-999,-999,-999,-999,8,.25,10.1,27,.1
29,9,4,1,28.6,91,0.8,30.08,0.0,-999,-999,-999,-999,-999
0,8,11,2,-999,-999,-999,-999,-999,7,.27,6.5,30,.1
29,10,4,1,30.2,88,1.3,30.08,0.0,-999,-999,-999,-999,-999
0,9,11,2,-999,-999,-999,-999,-999,6,.22,4.5,33,.2
29,11,4,1,31.3,85,0.8,30.05,0.0,-999,-999,-999,-999,-999
0,10,11,2,-999,-999,-999,-999,-999,5,.19,3,34,.1
29,12,4,1,31.3,85,0.8,30.03,0.0,-999,-999,-999,-999,-999
0,11,11,2,-999,-999,-999,-999,-999,5,.16,2.4,35,.1
29,13,4,1,32.2,83,0.4,30.02,0.01,-999,-999,-999,-999,-999
0,12,11,2,-999,-999,-999,-999,-999,5,.15,2.1,35,.1
29,14,4,1,32.3,83,0.5,30.01,0.01,-999,-999,-999,-999,-999
0,13,11,2,-999,-999,-999,-999,-999,5,.17,2.8,36,.2
29,15,4,1,32.2,84,0.5,30.02,0.01,-999,-999,-999,-999,-999
0,14,11,2,-999,-999,-999,-999,-999,4,.16,2.4,36,.2
29,16,4,1,31.6,85,0.2,30.03,0.01,-999,-999,-999,-999,-999
0,15,11,2,-999,-999,-999,-999,-999,5,.16,2.9,35,.2
29,17,4,1,31.4,86,0.1,30.03,0.01,-999,-999,-999,-999,-999
0,16,11,2,-999,-999,-999,-999,-999,4,.16,2.9,34,.1
29,18,4,1,30.6,91,0.2,30.04,0.01,-999,-999,-999,-999,-999
0,17,11,2,-999,-999,-999,-999,-999,5,.16,3.6,33,.1
29,19,4,1,30.3,93,0.0,30.03,0.01,-999,-999,-999,-999,-999
0,18,11,2,-999,-999,-999,-999,-999,5,.15,3.9,32,.1
29,20,4,1,30.2,94,0.0,30.02,0.01,-999,-999,-999,-999,-999
0,19,11,2,-999,-999,-999,-999,-999,5,.15,3.8,33,.1
29,21,4,1,30.3,94,0.0,30.02,0.01,-999,-999,-999,-999,-999
0,20,11,2,-999,-999,-999,-999,-999,5,.13,4.9,32,.1
29,22,4,1,30.2,93,2.8,30.01,0.01,-999,-999,-999,-999,-999
0,21,11,2,-999,-999,-999,-999,-999,5,.13,4.1,33,.1
29,23,4,1,29.9,94,1.4,30.01,0.01,-999,-999,-999,-999,-999
0,22,11,2,-999,-999,-999,-999,-999,4,.14,5.1,32,.1
34,0,4,1,27.7,88,2.2,30.0,0.0,-999,-999,-999,-999,-999
0,23,11,2,-999,-999,-999,-999,-999,4,.14,5.1,31,0
34,1,4,1,27.7,87,2.4,30.01,0.0,-999,-999,-999,-999,-999
0,0,12,2,-999,-999,-999,-999,-999,4,.14,5.1,31,0
34,2,4,1,27.7,86,3.6,30.01,0.0,-999,-999,-999,-999,-999
0,1,12,2,-999,-999,-999,-999,-999,4,.14,5.1,30,.1
34,3,4,1,27.5,87,1.2,30.02,0.0,-999,-999,-999,-999,-999
0,2,12,2,-999,-999,-999,-999,-999,4,.13,5.4,30,0
34,4,4,1,28.0,86,2.8,30.01,0.0,-999,-999,-999,-999,-999
0,3,12,2,-999,-999,-999,-999,-999,4,.13,3.9,30,0
34,5,4,1,27.6,87,1.5,30.03,0.0,-999,-999,-999,-999,-999
0,4,12,2,-999,-999,-999,-999,-999,4,.14,5.7,29,0
34,6,4,1,28.2,87,1.0,30.04,0.0,-999,-999,-999,-999,-999
0,5,12,2,-999,-999,-999,-999,-999,3,.13,5.9,28,0
34,7,4,1,27.5,90,1.5,30.05,0.0,-999,-999,-999,-999,-999
0,6,12,2,-999,-999,-999,-999,-999,3,.14,6.2,28,0
34,8,4,1,27.8,90,1.4,30.07,0.0,-999,-999,-999,-999,-999
0,7,12,2,-999,-999,-999,-999,-999,3,.16,7,27,.1
34,9,4,1,28.7,91,0.2,30.08,0.0,-999,-999,-999,-999,-999
0,8,12,2,-999,-999,-999,-999,-999,4,.17,5.7,29,.1
34,10,4,1,30.1,88,1.6,30.08,0.0,-999,-999,-999,-999,-999
0,9,12,2,-999,-999,-999,-999,-999,5,.17,3.9,31,.1
34,11,4,1,31.0,84,1.4,30.05,0.0,-999,-999,-999,-999,-999
0,10,12,2,-999,-999,-999,-999,-999,4,.16,3.2,32,.1
34,12,4,1,31.3,85,0.8,30.03,0.0,-999,-999,-999,-999,-999
0,11,12,2,-999,-999,-999,-999,-999,4,.19,3.8,32,.1
34,13,4,1,32.1,83,0.9,30.02,0.01,-999,-999,-999,-999,-999
0,12,12,2,-999,-999,-999,-999,-999,4,.17,2.6,34,.1
34,14,4,1,32.4,83,0.7,30.01,0.01,-999,-999,-999,-999,-999
0,13,12,2,-999,-999,-999,-999,-999,4,.17,2.6,35,.1
34,15,4,1,32.3,84,0.4,30.02,0.01,-999,-999,-999,-999,-999
0,14,12,2,-999,-999,-999,-999,-999,4,.17,2.9,33,.1
34,16,4,1,31.6,85,0.6,30.03,0.01,-999,-999,-999,-999,-999
0,15,12,2,-999,-999,-999,-999,-999,4,.18,3.8,33,.1
34,17,4,1,31.3,86,1.0,30.03,0.01,-999,-999,-999,-999,-999
0,16,12,2,-999,-999,-999,-999,-999,4,.19,4.9,31,.1
34,18,4,1,30.7,91,0.0,30.04,0.01,-999,-999,-999,-999,-999
0,17,12,2,-999,-999,-999,-999,-999,5,.18,6.1,30,.1
34,19,4,1,30.3,93,0.1,30.03,0.01,-999,-999,-999,-999,-999
0,18,12,2,-999,-999,-999,-999,-999,6,.2,8.2,28,.1
34,20,4,1,30.2,94,0.3,30.02,0.01,-999,-999,-999,-999,-999
0,19,12,2,-999,-999,-999,-999,-999,7,.25,11.5,25,.1
34,21,4,1,30.4,94,0.1,30.01,0.01,-999,-999,-999,-999,-999
0,20,12,2,-999,-999,-999,-999,-999,7,.23,13.6,23,.1
34,22,4,1,30.2,93,2.3,30.01,0.01,-999,-999,-999,-999,-999
0,21,12,2,-999,-999,-999,-999,-999,7,.22,9.4,27,.1
34,23,4,1,29.9,94,2.0,30.0,0.01,-999,-999,-999,-999,-999
0,22,12,2,-999,-999,-999,-999,-999,7,.21,6.8,29,.1
38,7,4,1,27.5,90,1.4,30.05,0.0,-999,-999,-999,-999,-999
0,23,12,2,-999,-999,-999,-999,-999,7,.2,7.4,29,.1
39,0,4,1,27.7,88,3.9,30.0,0.0,-999,-999,-999,-999,-999
0,0,13,2,-999,-999,-999,-999,-999,7,.18,6,30,.1
39,1,4,1,27.7,87,2.8,30.01,0.0,-999,-999,-999,-999,-999
0,1,13,2,-999,-999,-999,-999,-999,6,.17,6.3,30,.1
39,2,4,1,27.7,86,3.6,30.01,0.0,-999,-999,-999,-999,-999
0,2,13,2,-999,-999,-999,-999,-999,6,.15,4.9,31,0
39,3,4,1,27.5,88,2.0,30.01,0.0,-999,-999,-999,-999,-999
0,3,13,2,-999,-999,-999,-999,-999,5,.15,4.3,32,0
39,4,4,1,28.0,86,1.8,30.02,0.0,-999,-999,-999,-999,-999
0,4,13,2,-999,-999,-999,-999,-999,5,.16,6.2,30,0
39,5,4,1,27.6,87,1.2,30.03,0.0,-999,-999,-999,-999,-999
0,5,13,2,-999,-999,-999,-999,-999,4,.18,6.8,29,0
39,6,4,1,28.1,87,1.0,30.04,0.0,-999,-999,-999,-999,-999
0,6,13,2,-999,-999,-999,-999,-999,4,.18,5.4,30,0
39,8,4,1,27.9,90,2.0,30.07,0.0,-999,-999,-999,-999,-999
0,7,13,2,-999,-999,-999,-999,-999,4,.18,5.6,29,0
39,9,4,1,29.0,91,0.4,30.08,0.0,-999,-999,-999,-999,-999
0,8,13,2,-999,-999,-999,-999,-999,4,.18,4,31,0
39,10,4,1,30.1,88,1.5,30.07,0.0,-999,-999,-999,-999,-999
0,9,13,2,-999,-999,-999,-999,-999,5,.19,2.8,32,0
39,11,4,1,31.0,85,1.3,30.05,0.0,-999,-999,-999,-999,-999
0,10,13,2,-999,-999,-999,-999,-999,5,.19,2.7,32,.1
39,12,4,1,31.5,85,0.7,30.03,0.0,-999,-999,-999,-999,-999
0,11,13,2,-999,-999,-999,-999,-999,4,.2,3.7,32,.1
39,13,4,1,32.0,84,1.1,30.02,0.01,-999,-999,-999,-999,-999
0,12,13,2,-999,-999,-999,-999,-999,5,.21,7.1,30,.1
39,14,4,1,32.3,83,1.2,30.01,0.01,-999,-999,-999,-999,-999
0,13,13,2,-999,-999,-999,-999,-999,5,.19,4.8,32,.1
39,15,4,1,32.2,84,0.7,30.02,0.01,-999,-999,-999,-999,-999
0,14,13,2,-999,-999,-999,-999,-999,5,.19,3.5,33,.1
39,16,4,1,31.5,85,0.3,30.03,0.01,-999,-999,-999,-999,-999
0,15,13,2,-999,-999,-999,-999,-999,5,.21,7,30,.9
39,17,4,1,31.2,87,1.1,30.03,0.01,-999,-999,-999,-999,-999
0,16,13,2,-999,-999,-999,-999,-999,6,.23,9,28,.2
39,18,4,1,30.7,91,0.1,30.04,0.01,-999,-999,-999,-999,-999
0,17,13,2,-999,-999,-999,-999,-999,6,.23,10.6,27,.2
39,19,4,1,30.3,93,0.1,30.02,0.01,-999,-999,-999,-999,-999
0,18,13,2,-999,-999,-999,-999,-999,7,.25,11.9,26,.2
39,20,4,1,30.3,94,0.6,30.02,0.01,-999,-999,-999,-999,-999
0,19,13,2,-999,-999,-999,-999,-999,7,.22,6.8,30,.1
39,21,4,1,30.4,94,0.0,30.01,0.01,-999,-999,-999,-999,-999
0,20,13,2,-999,-999,-999,-999,-999,7,.22,6.6,30,.1
39,22,4,1,30.2,93,1.6,30.01,0.01,-999,-999,-999,-999,-999
0,21,13,2,-999,-999,-999,-999,-999,8,.23,8.8,27,.1
39,23,4,1,29.9,94,1.8,30.0,0.01,-999,-999,-999,-999,-999
0,22,13,2,-999,-999,-999,-999,-999,8,.23,7.7,28,.1
44,0,4,1,27.6,88,4.3,30.0,0.0,-999,-999,-999,-999,-999
0,23,13,2,-999,-999,-999,-999,-999,7,.2,6.1,30,.1
44,1,4,1,27.7,86,2.8,30.01,0.0,-999,-999,-999,-999,-999
0,0,14,2,-999,-999,-999,-999,-999,8,.19,6.2,29,.2
44,2,4,1,27.8,86,2.9,30.02,0.0,-999,-999,-999,-999,-999
0,1,14,2,-999,-999,-999,-999,-999,8,.18,6.9,28,.2
44,3,4,1,27.6,87,1.0,30.01,0.0,-999,-999,-999,-999,-999
0,2,14,2,-999,-999,-999,-999,-999,8,.19,7.5,28,.2
44,4,4,1,28.1,86,1.0,30.02,0.0,-999,-999,-999,-999,-999
0,3,14,2,-999,-999,-999,-999,-999,8,.19,9.5,25,.2
44,5,4,1,27.7,87,0.7,30.03,0.0,-999,-999,-999,-999,-999
0,4,14,2,-999,-999,-999,-999,-999,7,.2,8.6,26,.2
44,6,4,1,28.1,88,1.2,30.04,0.0,-999,-999,-999,-999,-999
0,5,14,2,-999,-999,-999,-999,-999,8,.2,9.5,25,.4
44,7,4,1,27.6,90,0.9,30.05,0.0,-999,-999,-999,-999,-999
0,6,14,2,-999,-999,-999,-999,-999,8,.32,9.5,25,.6
44,8,4,1,27.9,90,2.1,30.07,0.0,-999,-999,-999,-999,-999
0,7,14,2,-999,-999,-999,-999,-999,8,.22,11.6,22,.5
44,9,4,1,29.1,91,0.8,30.08,0.0,-999,-999,-999,-999,-999
0,8,14,2,-999,-999,-999,-999,-999,7,.22,10.4,24,.7
44,10,4,1,30.3,88,1.0,30.07,0.0,-999,-999,-999,-999,-999
0,9,14,2,-999,-999,-999,-999,-999,7,.23,10,25,1
44,11,4,1,31.0,85,1.6,30.04,0.0,-999,-999,-999,-999,-999
0,10,14,2,-999,-999,-999,-999,-999,8,.25,9,27,.8
44,12,4,1,31.5,85,1.3,30.02,0.0,-999,-999,-999,-999,-999
0,11,14,2,-999,-999,-999,-999,-999,8,.23,6,32,.7
44,13,4,1,32.1,84,0.3,30.02,0.01,-999,-999,-999,-999,-999
0,12,14,2,-999,-999,-999,-999,-999,8,.22,4.8,34,.5
44,14,4,1,32.3,83,1.0,30.01,0.01,-999,-999,-999,-999,-999
0,13,14,2,-999,-999,-999,-999,-999,8,.21,4.5,34,.3
44,15,4,1,32.1,84,1.1,30.02,0.01,-999,-999,-999,-999,-999
0,14,14,2,-999,-999,-999,-999,-999,7,.2,3,36,.2
44,16,4,1,31.6,85,0.1,30.03,0.01,-999,-999,-999,-999,-999
0,15,14,2,-999,-999,-999,-999,-999,6,.19,3.3,36,.1
44,17,4,1,31.1,87,0.5,30.03,0.01,-999,-999,-999,-999,-999
0,16,14,2,-999,-999,-999,-999,-999,6,.19,5.4,34,.1
44,18,4,1,30.6,91,0.3,30.04,0.01,-999,-999,-999,-999,-999
0,17,14,2,-999,-999,-999,-999,-999,8,.19,7.1,33,.1
44,19,4,1,30.3,94,0.3,30.03,0.01,-999,-999,-999,-999,-999
0,18,14,2,-999,-999,-999,-999,-999,9,.2,11.2,29,.1
44,20,4,1,30.2,94,0.2,30.02,0.01,-999,-999,-999,-999,-999
0,19,14,2,-999,-999,-999,-999,-999,8,.22,11,29,.1
44,21,4,1,30.3,94,0.3,30.01,0.01,-999,-999,-999,-999,-999
0,20,14,2,-999,-999,-999,-999,-999,9,.22,13.1,27,.1
44,22,4,1,30.2,93,1.3,30.01,0.01,-999,-999,-999,-999,-999
0,21,14,2,-999,-999,-999,-999,-999,13,.33,26.4,14,.1
44,23,4,1,29.9,94,2.5,30.01,0.01,-999,-999,-999,-999,-999
0,22,14,2,-999,-999,-999,-999,-999,19,.47,35.4,4,.1
49,0,4,1,27.6,88,4.3,30.0,0.0,-999,-999,-999,-999,-999
0,23,14,2,-999,-999,-999,-999,-999,22,.5,25.9,10,.1
49,1,4,1,27.7,86,3.6,30.01,0.0,-999,-999,-999,-999,-999
0,0,15,2,-999,-999,-999,-999,-999,20,.46,23.9,10,.1
49,2,4,1,27.7,86,2.7,30.02,0.0,-999,-999,-999,-999,-999
0,1,15,2,-999,-999,-999,-999,-999,18,.37,17.7,15,.2
49,3,4,1,27.6,87,1.7,30.01,0.0,-999,-999,-999,-999,-999
0,2,15,2,-999,-999,-999,-999,-999,16,.33,14.5,19,.1
49,4,4,1,27.9,86,2.1,30.02,0.0,-999,-999,-999,-999,-999
0,3,15,2,-999,-999,-999,-999,-999,15,.34,23.9,13,.3
49,5,4,1,27.8,87,1.3,30.03,0.0,-999,-999,-999,-999,-999
0,4,15,2,-999,-999,-999,-999,-999,15,.32,23.1,12,.3
49,6,4,1,28.0,88,1.2,30.04,0.0,-999,-999,-999,-999,-999
0,5,15,2,-999,-999,-999,-999,-999,15,.29,16,17,.2
49,7,4,1,27.6,90,1.6,30.06,0.0,-999,-999,-999,-999,-999
0,6,15,2,-999,-999,-999,-999,-999,14,.27,10.5,23,.2
49,8,4,1,27.8,90,3.0,30.07,0.0,-999,-999,-999,-999,-999
0,7,15,2,-999,-999,-999,-999,-999,12,.25,8.6,25,.2
49,9,4,1,29.3,91,0.2,30.08,0.0,-999,-999,-999,-999,-999
0,8,15,2,-999,-999,-999,-999,-999,11,.25,9,26,.2
49,10,4,1,30.3,87,0.8,30.07,0.0,-999,-999,-999,-999,-999
0,9,15,2,-999,-999,-999,-999,-999,12,.27,10.5,26,.3
49,11,4,1,31.0,85,1.3,30.04,0.0,-999,-999,-999,-999,-999
0,10,15,2,-999,-999,-999,-999,-999,11,.27,11.2,28,.2
49,12,4,1,31.6,85,1.0,30.02,0.0,-999,-999,-999,-999,-999
0,11,15,2,-999,-999,-999,-999,-999,9,.21,7.6,32,.2
49,13,4,1,32.1,84,0.9,30.02,0.01,-999,-999,-999,-999,-999
0,12,15,2,-999,-999,-999,-999,-999,9,.19,7.2,33,.1
49,14,4,1,32.2,83,1.3,30.01,0.01,-999,-999,-999,-999,-999
0,13,15,2,-999,-999,-999,-999,-999,8,.18,5,36,.1
49,15,4,1,31.9,84,1.0,30.02,0.01,-999,-999,-999,-999,-999
0,14,15,2,-999,-999,-999,-999,-999,8,.19,5.4,37,.2
49,16,4,1,31.6,86,0.2,30.03,0.01,-999,-999,-999,-999,-999
0,15,15,2,-999,-999,-999,-999,-999,8,.18,6,36,.1
49,17,4,1,31.0,88,1.2,30.03,0.01,-999,-999,-999,-999,-999
0,16,15,2,-999,-999,-999,-999,-999,9,.19,6.7,36,.1
49,18,4,1,30.5,92,0.3,30.03,0.01,-999,-999,-999,-999,-999
0,17,15,2,-999,-999,-999,-999,-999,9,.22,8.5,34,.1
49,19,4,1,30.2,94,0.5,30.03,0.01,-999,-999,-999,-999,-999
0,18,15,2,-999,-999,-999,-999,-999,10,.26,11.8,32,.2
49,20,4,1,30.2,94,1.3,30.02,0.01,-999,-999,-999,-999,-999
0,19,15,2,-999,-999,-999,-999,-999,10,.26,13.5,30,.2
49,21,4,1,30.3,94,0.4,30.01,0.01,-999,-999,-999,-999,-999
0,20,15,2,-999,-999,-999,-999,-999,9,.24,10.4,32,.1
49,22,4,1,30.2,93,1.7,30.01,0.01,-999,-999,-999,-999,-999
0,21,15,2,-999,-999,-999,-999,-999,11,.26,12.8,28,.1
49,23,4,1,29.9,94,1.5,30.01,0.01,-999,-999,-999,-999,-999
0,22,15,2,-999,-999,-999,-999,-999,11,.24,8,30,.1
54,0,4,1,27.5,88,3.0,30.01,0.0,-999,-999,-999,-999,-999
0,23,15,2,-999,-999,-999,-999,-999,10,.23,6.8,31,.1
54,1,4,1,27.7,87,3.0,30.01,0.0,-999,-999,-999,-999,-999
0,0,16,2,-999,-999,-999,-999,-999,10,.22,6.5,31,.1
54,2,4,1,27.7,86,3.5,30.02,0.0,-999,-999,-999,-999,-999
0,1,16,2,-999,-999,-999,-999,-999,9,.19,5.4,32,.1
54,3,4,1,27.7,87,1.3,30.01,0.0,-999,-999,-999,-999,-999
0,2,16,2,-999,-999,-999,-999,-999,8,.19,5.2,33,.1
54,4,4,1,27.8,87,0.7,30.02,0.0,-999,-999,-999,-999,-999
0,3,16,2,-999,-999,-999,-999,-999,7,.18,4.1,31,.1
54,5,4,1,27.8,87,1.0,30.03,0.0,-999,-999,-999,-999,-999
0,4,16,2,-999,-999,-999,-999,-999,6,.17,3.7,31,0
54,6,4,1,28.0,88,1.8,30.04,0.0,-999,-999,-999,-999,-999
0,5,16,2,-999,-999,-999,-999,-999,5,.16,4.6,31,0
54,7,4,1,27.6,90,1.4,30.06,0.0,-999,-999,-999,-999,-999
0,6,16,2,-999,-999,-999,-999,-999,5,.17,6.4,29,0
54,8,4,1,27.8,90,2.7,30.07,0.0,-999,-999,-999,-999,-999
0,7,16,2,-999,-999,-999,-999,-999,5,.19,7.6,27,.1
54,9,4,1,29.4,90,0.7,30.08,0.0,-999,-999,-999,-999,-999
0,8,16,2,-999,-999,-999,-999,-999,5,.19,6.2,27,0
54,10,4,1,30.7,87,1.0,30.07,0.0,-999,-999,-999,-999,-999
0,9,16,2,-999,-999,-999,-999,-999,6,.17,5.5,28,0
54,11,4,1,31.0,86,1.4,30.04,0.0,-999,-999,-999,-999,-999
0,10,16,2,-999,-999,-999,-999,-999,6,.18,5.5,28,0
54,12,4,1,31.7,85,0.4,30.02,0.01,-999,-999,-999,-999,-999
0,11,16,2,-999,-999,-999,-999,-999,5,.2,3.8,29,0
54,13,4,1,32.2,84,0.6,30.02,0.01,-999,-999,-999,-999,-999
0,12,16,2,-999,-999,-999,-999,-999,5,.21,3.4,29,0
54,14,4,1,32.2,83,0.5,30.01,0.01,-999,-999,-999,-999,-999
0,13,16,2,-999,-999,-999,-999,-999,4,.19,4.1,28,0
54,15,4,1,31.9,84,0.8,30.02,0.01,-999,-999,-999,-999,-999
0,14,16,2,-999,-999,-999,-999,-999,4,.19,4.1,28,0
54,16,4,1,31.5,86,0.0,30.03,0.01,-999,-999,-999,-999,-999
0,15,16,2,-999,-999,-999,-999,-999,4,.21,5.1,28,0
54,17,4,1,31.0,88,0.8,30.03,0.01,-999,-999,-999,-999,-999
0,16,16,2,-999,-999,-999,-999,-999,5,.19,4,29,0
54,18,4,1,30.5,92,0.3,30.04,0.01,-999,-999,-999,-999,-999
0,17,16,2,-999,-999,-999,-999,-999,6,.18,5.4,28,0
54,19,4,1,30.2,94,0.4,30.03,0.01,-999,-999,-999,-999,-999
0,18,16,2,-999,-999,-999,-999,-999,6,.17,5,28,0
54,20,4,1,30.1,94,1.1,30.02,0.01,-999,-999,-999,-999,-999
0,19,16,2,-999,-999,-999,-999,-999,5,.16,5.1,28,0
54,21,4,1,30.3,94,0.2,30.01,0.01,-999,-999,-999,-999,-999
0,20,16,2,-999,-999,-999,-999,-999,5,.14,4.3,29,0
54,22,4,1,30.1,93,1.9,30.0,0.01,-999,-999,-999,-999,-999
0,21,16,2,-999,-999,-999,-999,-999,5,.14,3.5,29,0
54,23,4,1,29.9,94,1.5,30.01,0.01,-999,-999,-999,-999,-999
0,22,16,2,-999,-999,-999,-999,-999,5,.13,2.3,31,0
59,0,4,1,27.6,88,2.2,30.01,0.0,-999,-999,-999,-999,-999
0,23,16,2,-999,-999,-999,-999,-999,4,.16,4.4,29,0
59,1,4,1,27.7,87,2.9,30.01,0.0,-999,-999,-999,-999,-999
0,0,17,2,-999,-999,-999,-999,-999,4,.14,2.9,31,0
59,2,4,1,27.7,85,4.2,30.02,0.0,-999,-999,-999,-999,-999
0,1,17,2,-999,-999,-999,-999,-999,5,.15,4.7,30,.1
59,3,4,1,27.7,87,1.5,30.01,0.0,-999,-999,-999,-999,-999
0,2,17,2,-999,-999,-999,-999,-999,4,.15,5.1,30,0
59,4,4,1,27.8,87,0.4,30.02,0.0,-999,-999,-999,-999,-999
0,3,17,2,-999,-999,-999,-999,-999,4,.15,5.7,29,.1
59,5,4,1,27.9,87,1.1,30.03,0.0,-999,-999,-999,-999,-999
0,4,17,2,-999,-999,-999,-999,-999,4,.15,5.7,29,.2
59,6,4,1,28.0,89,1.3,30.04,0.0,-999,-999,-999,-999,-999
0,5,17,2,-999,-999,-999,-999,-999,4,.14,7.6,27,.2
59,7,4,1,27.5,90,2.3,30.06,0.0,-999,-999,-999,-999,-999
0,6,17,2,-999,-999,-999,-999,-999,4,.15,8.5,27,.1
