date,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
2021-05-20,6.3,6.6,3.4,4.1,4.3,5.8,11.8,11,12.7,9.3,4.9,3.9,3,3.1,2.7,3.1,3.4,3.4,6.4,6.3,10,8.9,7.8,8.4
2021-05-21,6,5.5,5.5,6.2,5.1,5.2,7.2,10.1,13.3,8.5,4,3.2,2.5,2.4,2.4,2.5,2.8,3.3,3.4,4.4,5,4.5,3.9,2.6
2021-05-22,3.2,3.1,2.5,3,3.3,3.4,3.5,3.4,2.7,2.4,2.3,2.3,2,1.7,1.3,1.2,1.3,1.2,1.3,1.6,1.6,1.5,1.3,1.5
2021-05-23,1.9,2.2,2.3,1.9,2,1.2,1.2,.7,.8,.7,.7,.7,.8,.7,.8,.8,.8,1,.9,1.4,2,2.1,2.3,2.1
2021-05-24,1.6,2.2,1.6,1.8,1.7,2,1.1,1.3,1.2,1.5,1.7,1.3,1.3,1.5,1.7,1.4,1.2,1.5,1.9,4.1,6.2,4.2,5.5,4.4
2021-05-25,4.9,5.3,4.5,3.7,3.6,5.1,6.7,6.5,4.8,4.1,3.8,6.8,4.8,4.1,3.7,3.2,3.2,3,3.4,3.1,3.3,3.2,3.7,3.3
2021-05-26,3.2,2.7,2.8,2.8,3.6,5,7.6,7.6,7.6,5.1,4.1,3.2,2.4,2.3,2.5,1.9,1.8,1.9,1.6,1.5,1.4,1.8,1.6,.8
2021-05-27,.7,.5,.5,.7,.6,.9,1.7,1.3,1.1,1,1,1.3,.9,1,1,1,1,1,1.3,1.8,2.1,2,1.5,1.8
2021-05-28,1.7,1.7,2.5,7.8,3.3,2,2.8,2.4,2.3,1.8,3.1,1.8,2.7,1.8,1.5,3.6,4.3,1.6,1.4,2.2,3.4,3.4,3,4.3
2021-05-29,4.5,2.6,2.3,1.8,1.8,2,2,4.4,2.5,4.4,6.4,4.9,6.1,4.6,6.9,8,8.3,9.4,6.7,2.9,9,14.8,13.2,9.9
2021-05-30,7.1,3.8,3.8,3.9,3.8,3,2.4,2.2,3.4,7.7,10.2,9.9,11.1,8.2,7.8,8.8,8.6,9.9,7.5,11.2,5.8,6.9,7.5,20
2021-05-31,21.1,8.2,3,2,2.3,3,4.2,4.1,5,9,2.6,3.1,2.3,1.2,1.2,1.1,1.6,1.5,1.4,2.7,6.9,8.6,8.1,3.4
2021-06-01,2.5,1.8,1.9,2.1,2.7,3.9,5.2,6.6,5.2,2.8,2.4,2.5,2,2.6,2.7,2.6,2.6,2.4,2.1,2.4,3.8,12.2,7.1,3.1
2021-06-02,3,2.4,2.6,2.6,3,4.2,8.8,11.9,5.2,2.9,3.2,4.5,4.9,6.3,4.3,4,3.8,4.2,4.7,4.5,6.2,9.3,4.9,3.9
2021-06-03,5.3,3.7,4,4.8,6.3,5,5,5.3,11.4,21.3,12.2,6.8,4.7,4.4,2.8,2.6,2.5,2.9,2.4,2.8,4.7,5.5,4.3,3.5
2021-06-04,3.2,2.3,2.2,3.4,7.1,5.8,7.7,7.1,8.2,7.4,3.9,3,3.2,2.8,3.3,4.2,3.1,4.5,3.9,5.9,4.9,4.6,4.8,5.4
2021-06-05,4,3.6,4.2,6.8,5.2,5.7,4.7,4.7,3.8,5.1,9.7,6.3,2.9,2.3,2.2,2.1,1.8,2.3,2.3,3,3,3.8,3.7,5.2
2021-06-06,5.9,10.8,6.7,6.2,6.1,4.1,5.1,6.5,5.1,2.9,2.6,3.6,3.7,3.1,2.9,2.8,3.2,4.5,3.3,3,3.5,3.7,3.2,2.8
2021-06-07,2.9,2.9,3.2,4.8,5,5.5,5.9,7.4,5,5.1,3.6,3.1,4.8,4.1,3.5,3.4,3,2.9,3.3,5,2.9,2.8,2.6,2.8
2021-06-08,2.4,2.3,2.5,2.6,2.6,3.2,4.2,4.3,2.9,2.8,2.6,2.3,2.6,2.7,1.9,1.8,1.6,2,2,3.2,3.6,4.4,3.6,2.5
2021-06-09,2.3,2.1,1.4,.8,1.2,1.8,2,1.7,1.4,1.4,1.1,1.4,1.1,1,1.7,1.7,1.3,1.1,1.4,1.9,2.2,1.8,1.8,1.4
2021-06-10,1,1.2,1.4,1.1,1.5,3.4,2.8,2.2,2.1,1.8,1.6,1.8,1.9,2.3,2.1,2.1,2.2,2.2,2.5,3.4,3.6,4,4,3.6
2021-06-11,2.8,2.5,3,3.6,3.7,4.7,6.4,5,3.9,2.8,2.6,1.8,1.4,1.7,2,1.7,1.7,2.1,2.4,3.7,3.5,2.6,2.4,2.3
2021-06-12,1.5,1.8,1.5,1.5,1.4,1.2,1.6,1.8,2.2,.9,1.1,.8,.8,.7,.9,1,.9,1.8,2.7,3,3,3.3,3.4,3.1
2021-06-13,2.6,1.8,1.8,2,1.6,1.3,1.3,1.3,1.8,2.8,1.9,1.4,1.4,1.2,1.3,2.1,2,2.5,3.2,3,3.2,4,3.4,3.3
2021-06-14,2.7,2.9,2.6,2.4,2.3,3.5,5.3,5.8,3.7,3,3.6,3,3.4,5.9,6.1,4.9,3.3,3.2,4.3,6.3,6.1,3.9,3.3,3.2
2021-06-15,2.4,2.4,2.2,1.8,1.8,2.4,2.9,2.2,1.4,1.5,1.4,2.1,1.5,2.3,1.8,1.1,1.3,1.1,1.2,1.6,1.3,1.2,1.3,1.2
2021-06-16,1.4,1,.9,.8,.9,1.1,1.4,1.5,1.1,1,.9,1.4,1,1,.9,1.3,1,.9,1.2,1.6,3,4.3,3.8,2.5
2021-06-17,2.1,3.9,3.2,2.7,3.5,4.1,4.4,4.3,3.2,2.3,1.3,1.3,1.7,1.3,1.5,1.5,1.6,1.5,1.8,3.5,3.7,3.7,3.3,3.1
2021-06-18,3.6,2.7,2.7,3.1,3.3,3.8,5.8,6.2,7.6,7.2,5.6,5.1,6,6.8,7.9,4.6,3.9,3,3.1,3.7,3.6,3.6,2.8,2.8
2021-06-19,2.9,3.1,3.1,2.9,2.9,3,2.4,1.7,1.6,1.3,1,1.1,1,1.3,.9,1,1.2,1.7,1.2,2.4,3.2,4.7,8.1,5.7
2021-06-20,3.5,2.5,2.3,1.9,1.7,1.6,2.2,1.1,1.8,1.8,1.5,1.6,1.8,2.1,1.6,1.4,1.7,1.9,2.3,2.9,3.7,3.6,3.7,3
2021-06-21,3.2,4,5.8,4.9,6.2,7.7,10.5,9.3,7.5,3.7,3.1,3.7,4.2,3.6,3,2.5,2.6,2.3,1.7,2.1,2.3,1.4,1,.7
2021-06-22,.6,.5,.4,.4,.5,.8,1,1,.9,.9,1,1,1.2,1,.9,.8,.9,.9,1.2,1.2,1.3,2,2.1,1.5
2021-06-23,1.3,2.3,2,2.3,3,3.1,3.7,3,2.9,2.4,1.4,1.4,1.3,1.1,1.1,1.2,1.2,.9,1.6,2.5,3.1,2.8,3.3,3.1
2021-06-24,2.8,2.9,3.4,2.4,3.4,7,8.9,6.8,4.5,3.9,3.5,3.4,3.2,3.1,2.7,2.6,3,2.9,2.7,3.8,4.5,5.3,4.1,2.8
2021-06-25,2.3,2.2,2.3,2.5,2.7,3.6,5.6,5.9,7,6.3,6.3,6.4,5.9,6,6,5.6,5,4.9,4.8,6.3,7.7,9.9,7.2,5.4
2021-06-26,3.2,2.9,3,4.6,3.2,2.7,3.2,3.1,3.2,3,2.9,2.8,2.8,3.2,2.9,2.8,2.8,3.4,4.1,5.9,5.1,4,3.4,3.3
2021-06-27,3.6,2.3,2.1,1.7,1.7,1.9,1.9,2,2.3,2.4,2.2,2.2,2.2,2,2.1,2.2,2.1,2.6,2.6,2.4,2.7,2.6,2.8,1.6
2021-06-28,2.1,2.5,2.3,2.2,2.4,3,3.4,3.3,2.6,2.5,2.2,1.7,1.9,2.1,1.8,1.7,1.4,1.6,1.3,2.2,2.1,2,2.2,1.8
2021-06-29,1.4,1.1,1.1,1.5,1.8,2.6,3.1,3.1,3,2.2,1.7,2,2.6,3.2,3.6,4.4,2.5,2.3,2,3.4,3.9,4.3,6.8,6
2021-06-30,4.2,3,3.2,2.2,2.4,2.6,3,3.6,3,2.3,2,2,1.8,1.9,1.8,1.5,1.1,.9,1,1.2,1.4,1.5,1.8,1.7
2021-07-01,1.3,1.3,1.4,1.5,1.7,1.6,2.2,2.5,2.9,1.2,1.2,1.3,1.1,.8,1.4,1.4,1.2,1.6,1.8,1.9,1.7,1.5,1.4,1.1
2021-07-02,1.3,1.4,1.5,1.6,2.1,2.2,2.7,1,1.1,1.2,1.2,.9,1.1,1.4,1.4,1.9,1.7,1.7,2,2,2.3,2.4,2.1,2.7
2021-07-03,1.7,3.2,1.9,1.1,1.2,1.1,1.1,1.4,1.2,1.2,1.1,1.2,1.2,1.2,1.3,1.3,1.4,1.3,1.7,1.8,2.4,2.9,3.4,4.4
2021-07-04,3.5,2.7,2.2,1.8,1.9,1.6,1.2,1,1,.9,1,.9,1,.8,.9,.9,.9,1.6,2.5,3,4.7,5.9,4.4,3.4
2021-07-05,3.7,3.8,3.6,7.2,10.1,7.1,9.4,9.7,4.7,2.5,2.2,1.8,1.9,2.3,2.8,2.3,2.5,2.4,2.6,3.6,3,2.8,3,3.2
2021-07-06,2.9,2.5,2.4,2.1,2,2.9,4.5,3,3.4,2.7,2.6,2,1.9,1.8,1.7,1.3,1.3,1.1,1.2,1.3,1.1,.8,.7,.6
2021-07-07,.5,.6,.5,.6,.7,1.1,2.4,1.9,1.8,1.8,2.1,2.5,1.7,1.1,1.3,1.5,1.4,1.5,2,2.3,2.9,2.7,1.5,1.7
2021-07-08,1.3,1.7,1.8,1.6,2.9,1.8,2.8,3,2.8,2.9,3.1,2.9,3.1,3.1,4.2,3,2.9,2.9,3.7,3.4,2.8,2.2,2,1.4
2021-07-09,1.1,1.1,1.3,2.3,1.6,2,2.6,2.9,2.8,2.1,2,1.4,1.8,1.3,1.4,1.3,1.2,1.5,1.5,3,3.1,2.6,2.2,2
2021-07-10,1.7,1.6,1.2,1.4,1.8,1.7,1.4,2.2,2.3,1.4,1,.9,1,.9,.9,1.5,1.8,2.4,2.7,4.1,5.5,5.1,5.8,7.5
2021-07-11,7.7,3.7,4.5,4.9,7.8,7.3,4.1,4.6,4,3.4,2.2,1.4,1.2,.9,.9,1,1.1,1.7,2.4,3.8,6.9,7.8,8,6
2021-07-12,4,3.1,1.9,2.3,2.8,2.9,2.8,3.3,2.3,3.1,2.2,2.3,2.5,2.4,2,2.1,2.2,2.5,2.9,3.8,4,3.7,3.5,3.7
2021-07-13,3.8,4,4,4.2,4.4,5.1,5.9,7.2,6.1,4.9,4,3.6,4,4.4,4.7,3.4,2.4,2.5,2.8,3.5,2.5,2.5,2.9,2.4
2021-07-14,2.1,1.8,1.7,1.6,2,2.8,5.2,6.2,4.6,3.4,2.3,2.1,1.5,1.6,1.4,1.4,1.5,1.5,1.5,2.3,4.3,5.4,8.6,8.3
2021-07-15,7,6,4,3.7,5.1,5.3,6.5,6.3,4.8,4,2.9,2.8,3.2,3.4,2.7,2.8,2.8,3.1,2.7,3.2,2.6,2.4,2.5,2.2
2021-07-16,1.4,1.6,1,.8,.9,1.2,1.5,1.7,1.9,1.2,2,1.8,1.1,1,1.2,1,1.1,1.3,1.7,2.4,4,5.8,4.9,2.6
2021-07-17,2.2,2.3,2.4,1.8,1.6,2.3,2.5,2.6,2.6,3,4.2,5.6,4.7,5.1,4.1,3.5,3.7,3.8,4,5.1,6.8,7.9,8.5,6.6
2021-07-18,5,4.1,3.8,3.4,3.2,3.5,2.1,3.4,2.3,2.2,1.9,1.9,1.8,1.8,1.5,2.1,1.7,2.1,1.9,3.4,3.5,3.5,3.5,3.7
2021-07-19,4.5,5,5,4.3,3.5,3.2,2.8,2,2,1.9,1.8,1.7,1,1.4,1.4,1.5,1.6,1.4,1.4,1.6,2.1,2,3.4,2.4
2021-07-20,1.9,2.8,1.1,1.4,1.1,1.9,3.1,3.7,2.3,2.1,1.6,2.2,2.1,2.2,3.9,3.8,3,1.8,1.6,1.5,1.1,1.1,.9,.9
2021-07-21,.8,1,1.1,1.1,1.2,1.5,1.8,2.2,1.9,1.5,1.4,1.2,1.1,1.4,1,1.1,1.1,1.3,1.3,2.5,3.1,2,1.2,1
2021-07-22,.9,.8,.7,1,1.8,3.4,4.6,3.5,2.2,1.4,1.2,1,1.1,1.1,1.3,1,2,2,2,2.3,3.7,2.3,1.7,1.5
2021-07-23,2.3,1.8,2.4,1.6,1.5,2.3,3,2,1.1,1.2,1.1,1,1.4,1.5,1.8,1.5,1.7,1.2,1.4,2.6,5,4.8,3.8,4.5
2021-07-24,3.1,2.1,2.1,2.1,2.5,5.3,8.2,7.6,5.7,3.6,2.6,1.3,1.2,1.4,1.4,1.4,1.8,2.4,2.5,3.1,3.2,3,2,1.5
2021-07-25,1.5,1.5,1.6,1.6,1.3,.9,1,1.1,1.1,1.3,1.2,1.3,1.3,1.4,1.4,1.6,1.8,2.1,3.1,2.4,2.3,2.9,2.7,4.4
2021-07-26,5.4,3.3,2.4,2,2.2,3.2,4,3.8,2.5,1.9,1.7,1.5,1.3,1.3,1.3,1.4,1.3,1.5,1.9,2.5,3.3,2.4,2,1.4
2021-07-27,1,1.2,1.3,1.5,1.7,3.1,5.8,4.7,3.9,4.2,5.7,3,3.9,3.7,3.1,3.7,2.3,2.2,1.9,1.8,2.5,3.5,2.2,1.8
2021-07-28,1.4,1.1,.9,.8,.8,1.5,1.8,2.8,1.8,1.8,2.2,1.9,1,.9,1.1,1.1,1,1.3,1.4,2,5.2,8.6,8.7,8.5
2021-07-29,5.7,6.5,6,4.8,5.3,7.6,7.7,10.1,6,5.4,7.9,7.6,5.7,4.2,3.2,2.8,3.1,3,2.9,3.3,3.4,3.5,3.1,2.5
2021-07-30,2.5,1.4,.8,.7,1,1,1.2,.9,.7,.7,.9,.8,.8,.9,1.4,.6,.8,.8,.9,1.5,1.7,1.3,1.6,1.3
2021-07-31,1.1,1,2,2.4,1.6,1.8,1.6,1.2,1,1.2,.8,.8,.8,1,1,.8,1,1.2,1.2,1.3,1.8,1.6,1.6,1.3
2021-08-01,1.4,1.8,3.1,3.2,3.9,2.8,3,2.4,2.4,3.6,2.1,1.6,1.7,1,1.3,.9,.9,1,1.5,2.1,2.3,3.2,3.3,2.2
2021-08-02,2.3,1,.7,.6,.6,.9,1.1,1,.8,.8,.9,.8,.7,.8,.8,.7,.9,.9,1.3,2.5,5.6,6.2,4.7,3
2021-08-03,1.9,1.1,1.3,1.4,2.2,5.1,5,3.4,2.7,1.9,1.8,1.7,1.6,1.8,1.8,2.1,1.8,1.8,2.9,3,2.8,3.5,4.2,3.9
2021-08-04,2.6,3.3,4.3,3.1,3.8,4.1,4.9,5.4,5.7,3.8,1.8,1.7,1.6,1.7,1.6,2,2.8,2.7,2.8,6.7,9.6,10.4,9.5,9.1
2021-08-05,8.3,5.9,4.5,3.6,5.1,3.8,4.4,6.7,9.1,7.1,6.6,4.4,2.6,1.7,1.8,1.7,1.8,2.2,2.6,4.5,5.1,5.1,5.2,3.4
2021-08-06,2.4,1.9,2.4,3.7,8,7.6,9.2,9.4,8.2,5.9,3.7,2.7,2.1,2.5,2.8,2.5,2,2.2,2.6,2.8,3.8,3.2,3.8,4.2
2021-08-07,3.4,3.5,3.9,3.9,4,4.1,4,4.1,3.4,1.8,1.6,1.9,1.9,1.6,1.7,2.1,1.7,2.1,1.9,1.8,1.5,1.8,1.5,.9
2021-08-08,.9,.9,.9,.9,1.4,1.5,1.8,1.8,1.5,1.5,1.4,1.4,1.5,1.4,1.7,1.4,1.8,2.1,2.5,2.7,3.2,2.7,2.1,1.6
2021-08-09,2.2,1.8,2,3.2,4.7,10.1,9.4,10.7,6.6,4.8,4,4.2,2.7,3.6,3,3.6,4.2,2.2,2.2,3.3,4.5,5.2,5.1,6.5
2021-08-10,5.7,4.4,4.5,4.6,3.8,5.2,5.9,6.2,5.5,4.8,3.8,3.1,3.1,2.4,2.7,2.6,3,2.6,3,3.4,3.5,3.4,3.4,3.9
2021-08-11,2.1,1.9,2,2.1,2.4,4.4,6.1,6.8,3.5,4.3,3.3,3,2.3,2.8,3.6,2.5,2.7,2.8,2.8,3.3,3.3,3,2.4,2.3
2021-08-12,2.1,1.8,2,2.4,3.1,3.7,3.7,3.8,4.1,4.2,3.6,3.7,4.1,3.8,2.6,2.9,3.2,3.2,2.4,2.8,3.4,4.2,3.1,3.2
2021-08-13,2.5,3.2,4.1,4.2,2.7,3.9,4.6,4,4.2,3.6,2.6,3.2,2.7,2.3,2.3,2.4,2.1,2.6,4,5,6.8,5.2,5.8,2.4
2021-08-14,1.4,1.5,1.1,.9,1,1.2,1.4,1.2,1.7,1.4,1.3,1.4,1.2,1.1,1.1,.9,.9,1.1,1.5,1.9,2.4,2,1.6,1.4
2021-08-15,1.4,1.3,1.1,.9,.8,.9,.8,1.3,1.1,1.2,.7,.8,1.1,.9,.8,.9,.9,1.1,1.5,4.3,9.1,6.5,4.1,3.1
2021-08-16,2.9,3.1,3.8,4.7,10.2,15.4,14.6,11.5,15.1,6.9,3.7,2.5,2.5,1.9,1.9,1.9,2.1,2.6,2.9,3.3,4.9,5.6,6.5,8.8
2021-08-17,8.9,4.1,2.8,2.7,2.3,2.6,3.8,6.9,5.7,5.1,5.1,5,3.6,3.5,3.6,3.8,3.6,3.3,3.3,3.4,3.3,3.5,3.5,3.2
2021-08-18,2.8,2.8,3.6,3.7,5.1,7.8,8.8,9.1,8.4,8.7,6.2,5.9,5.1,4.2,3,2.3,3.2,3.5,2.5,3.4,4.5,3.6,2.6,3.1
2021-08-19,3.8,3.2,3.8,3.7,3.7,2.9,3.1,3.6,3.8,2.9,2.5,3.1,2.2,2.5,3.4,2.9,2.1,3.1,3.2,4.1,4.6,3.9,3.3,3
2021-08-20,2.5,2,1.2,1.1,1.4,1.8,4.8,7.1,3.4,3.5,1.9,1.5,1.5,1.9,1.5,1.6,1.9,2.3,3.1,4.2,6.2,5.6,5.3,4.1
2021-08-21,3.8,3.4,2.7,1.9,1.6,1.8,2.3,3.2,3.7,3.1,2.5,1.9,1.5,1.4,1.4,1.4,1.4,1.6,2.2,2.7,3.5,3.6,5,4.7
2021-08-22,5.1,3.9,2.8,3.2,3.4,3.2,2.8,2.6,2,1.7,1.3,1.4,1.4,1.2,1.2,1.2,1.4,1.3,1.5,3.6,2.5,2.7,3.5,5.4
2021-08-23,2.3,4.7,2.7,1.9,1.3,1.7,3.1,2.6,2.4,2,1.7,2.1,2.4,2.4,2,2.2,2.8,2.6,2.6,4.3,7.9,6.2,4.5,5.1
2021-08-24,3.5,2.4,2.3,2.6,2.3,3.4,4,2.9,3.8,3,2.7,2.1,1.6,1.8,1.7,1.9,1.9,2.1,2.6,3.8,6,11.3,9.5,5.8
2021-08-25,6.5,6.7,7.1,5,4.2,5.4,5.6,7.6,11,8.1,6.4,4,2.5,2.2,2,2.4,3.2,2.4,2.9,3.5,3.8,3.6,3.7,3.6
2021-08-26,3.4,3.7,3.6,2.1,2.1,4.1,4.9,3.5,2.3,1.7,1.9,1.9,1.7,2.1,1.5,1.4,1.5,1.7,2.4,4.6,4.4,2.2,1.3,1.1
2021-08-27,.9,.9,.9,1,1.4,1.5,2.8,2.4,1.5,1.5,1.3,1.1,1,1.1,1.2,1.1,.9,1.1,1.3,2.2,1.2,1.2,1.3,1.3
2021-08-28,2.6,1.7,2.1,2.5,2.8,2.2,2.1,1.7,2.1,2.2,2.2,2.1,2.2,2.3,2.2,2.3,2.2,2.5,2.8,3.1,3.5,3.9,3.6,3.7
2021-08-29,3.1,2.8,2.6,2.7,2.6,2.5,2.7,2.7,2.4,2.7,2.8,2.4,2.5,3.2,2.8,2.9,3.3,2.9,3.3,3.5,5.5,8.5,3.8,2.9
2021-08-30,2.7,1.9,2.5,3,3.4,3.1,3.3,2.9,1.9,1.7,1.9,2.1,1.6,1.7,1.5,1.8,1.6,2,2.9,4.5,2.6,1.4,1.9,1.9
2021-08-31,1.2,1.6,2.2,2.4,2.1,3.1,3.8,3.3,2.3,1.9,1.4,1.3,2.1,1.2,1.3,1.3,1.4,1.5,2.3,2.6,2.5,1.9,1.4,1.6
2021-09-01,1.2,1,1.1,1.1,1.2,1.8,2.7,3,2.1,2.2,1.2,1.1,1.4,1.1,1.3,1,1.3,1.4,1.9,3.4,3.1,3,1.7,1.3
2021-09-02,1.1,.8,.9,.9,1.4,2.2,2.9,2.2,1.2,1.2,1.4,1.7,1.6,1.1,1.1,1.4,1.3,1.8,1.4,1.1,.8,.8,.6,.5
2021-09-03,.4,.5,.5,.6,.8,2,3.9,1.6,1.1,1.2,1.2,1.2,.8,1,.9,1,1,1.2,1.7,2.3,2.7,1.9,1.4,1
2021-09-04,.8,.6,.7,.8,.9,1.4,1.5,1.1,1.1,1,.7,.6,.6,1,.9,.8,1.2,1.6,3.9,4.3,3.4,3.1,2.9,2.8
2021-09-05,2.6,4,3.4,3,2.9,3.1,2.7,3.8,3.8,2.9,2.7,3.3,3.8,3,2.4,2,1.2,1.4,2.6,2.1,2.6,3,1.8,2.5
2021-09-06,2.7,2.9,2.4,2.2,1.9,2.6,3.3,2.5,1.9,1.3,1,1.1,1.2,1,1,1.3,1.3,1.1,2.4,3.3,3,2.7,1.8,1.7
2021-09-07,1.1,1.2,1,1.2,1.3,3.2,3.2,2.6,2.5,1.6,1.4,1.6,1.5,1.3,1.9,1.9,2.6,4,5.4,3.3,3.9,3.5,4.4,2.8
2021-09-08,2.2,2.1,2.1,2.2,2,2.9,4.3,4.8,10.1,5.1,4.7,4.1,3.6,2.4,2,2.3,2.7,3.2,3.7,2.9,2.3,4.2,3.6,3.4
2021-09-09,3.6,2.4,3.4,3.1,4,5.8,12.3,10.1,5.9,2.7,2.2,2.1,3.5,2.6,1.1,1.6,1,1.4,1.6,1.9,1.3,1,.6,.6
2021-09-10,.6,.6,.6,.6,.6,1.3,1.8,1.4,1.1,1.2,1.1,1,1,1.1,1.7,1.7,2.4,3.6,3.9,3.5,2.8,3.8,3.9,3.7
2021-09-11,3.2,4.5,3.1,2.5,2.1,2.9,4.8,2.5,2.7,2.8,2.7,3.3,2.5,2.1,1.9,1.9,1.9,2.7,2.5,2.7,2.5,2.4,2.1,2
2021-09-12,2,2,2.2,2.3,2.3,2.9,2.2,1.4,1,1.1,1.1,1.2,1.6,1,1.2,1.2,1,1.8,4,4.4,4.7,6.2,4.5,3.2
2021-09-13,2.7,2.2,1.7,1.7,1.9,2.9,4.2,2.4,2,1,1.1,1,1,1,1.2,1.1,1.3,1.5,1.6,2.6,2.5,3.7,3,2.4
2021-09-14,2.8,2,2,2.2,2.4,3.1,3.9,3.4,2.8,1.9,1.8,7,2.5,3.1,3.5,3.4,3.1,3.5,3.6,3.3,4.4,4.5,4.5,4.6
2021-09-15,2.1,1.6,1.5,2.3,2.1,2.4,2.8,2.7,1.7,1.8,2,1.3,1.1,.9,1.2,1.6,1.5,3.3,5.3,10.6,13.8,12.2,8.2,7.5
2021-09-16,5.2,4.9,4.3,3.5,2.9,3.5,5.6,6.3,6.4,6.7,5.2,3.1,2.2,2.6,2.9,2.9,2.8,3.6,9.1,9.4,9.3,9.1,5.9,8
2021-09-17,5.5,4.3,4,3.8,3.3,5.6,8.1,7.7,4.2,4.8,4.6,4.4,3.4,2.7,2.6,2.4,2.5,3.2,3.8,3.7,3.3,3,3.2,3.7
2021-09-18,3,2.3,2.9,3.3,2.3,1,.9,1.1,1.6,1,.9,1,.8,1,1,1,1.2,1.7,2.8,2.8,3.1,3.1,2.5,1.7
2021-09-19,1.5,1.5,1.5,1.3,1.3,1.2,1.1,1.1,2.2,.9,.7,1.1,1.3,1.1,1.3,1.6,1.5,2.1,5,11.7,12,8.9,7.7,5.9
2021-09-20,4.4,4.1,3.8,3,3.5,4.7,4.9,5.9,4.8,3.9,3,2.9,3,2.3,2.5,2.5,3.6,7,9.2,7.4,8.9,6.1,6.7,5.2
2021-09-21,2,1.6,2,2.8,4.5,6.1,7.4,11.6,4,2.4,2.4,2.3,2.7,3.2,3.6,5.1,4.3,4.3,4.2,3.7,2.6,2.7,2.3,2
2021-09-22,1.7,2.1,3.6,4.5,4.2,9.6,10.2,7,7.6,8.4,5,7.7,7.4,5.1,5.6,7.3,4.9,3.7,2.2,1.8,1.4,1.1,1.2,1.3
2021-09-23,1,1.1,1.4,1.5,2.3,4.2,5.2,5.2,5.9,4.7,3.6,3.9,5.6,3,3.8,3.1,2.4,2,2.5,2.3,2.3,2.4,2.8,2.2
2021-09-24,2.3,2.3,1.8,1.7,2.1,3.1,5,4,3.6,3.5,3.1,2.9,3.1,3,3.1,2.8,3.1,3.2,3.4,3.4,3.5,3.8,4,3.9
2021-09-25,2.8,3.8,3.4,3.4,4.7,5.5,8.6,8,6.7,4.3,2.6,2.1,2.1,2.1,2.3,2.1,2.8,4.4,4.6,5.3,3.7,3.5,3.4,1.3
2021-09-26,.8,.8,.7,1,.9,2.1,2.2,2.7,1.7,1.5,1.3,1.2,1.1,1.3,.9,1.1,1.1,1.5,2.9,3.6,3,2.5,3.3,7.5
2021-09-27,4.8,2.5,3,2.4,3.1,4.4,7.5,9.1,6.6,5.3,4.7,5.2,4.7,3.5,3.5,3.6,3.4,3.3,5,4.9,5.1,2.9,1.7,1.4
2021-09-28,1.4,1.4,1.5,1.5,1.5,2.9,4.6,3.4,2.1,1.8,1.7,1.4,.8,1,1.1,1.3,1.7,3.3,3.5,4.6,5.2,2.1,1.6,1.5
2021-09-29,1.3,1.3,1.8,3.3,6,4.8,5.1,6.8,4.9,2.1,1.3,1.5,1.9,1.6,1.8,1.8,2.5,2.7,5.2,7,4.8,2.1,1.7,1.7
2021-09-30,1.6,2.1,1.7,1.6,1.5,1.9,2.6,2.9,1.9,1.4,9999,9999,9999,1.6,1.6,1.5,1.2,2.4,5.3,8,8.9,2.9,1.7,2.5
2021-10-01,1.8,1.7,2.2,2.9,3.3,4.1,5.4,4.2,3,2.2,2.1,1.4,1.3,1.2,1.2,1.5,2.4,3.2,5.6,8.2,12.7,17.3,11.1,8
2021-10-02,4.1,3.7,4.5,4.5,3.9,5.6,5.4,5.6,5.2,4.5,4.9,4.1,2.9,3.2,3.5,3.6,3.6,3.6,3.5,3.2,3.3,3,2.7,2.5
2021-10-03,2.2,2.2,2.4,1.9,2.8,3.7,3.3,3.5,2.5,2.6,2.8,2.1,2.7,2.2,3,3.2,3.7,4,4.3,4.6,3.2,2.7,3.6,3.1
2021-10-04,4.1,3.1,2.5,2.6,1.6,2.3,2.8,2,1.7,2.1,1.9,1.6,2,1.8,2.3,2.2,2.4,2.8,3.6,3.8,5,4,3.1,4.3
2021-10-05,3.1,2.1,2.1,1.9,2.3,4.1,5.2,4.5,2.9,2.7,1.9,1.4,1.6,1.7,2.1,2.5,4.2,10.2,16.3,11.4,10.1,8.8,6.6,5.3
2021-10-06,4.2,2.8,3,3.1,2.9,3.6,6.1,5.6,4.6,5.1,7.8,8.4,6.7,3.4,3.4,4.1,4.3,7.9,23.7,18.7,12.4,8.4,9,7.6
2021-10-07,7.5,6.4,5.8,5,4,5.6,6.9,6.3,7.9,11.1,17.7,9.9,2.8,2.2,2.9,2.6,2.8,4,6.4,7.8,8.4,5.6,4.6,3.4
2021-10-08,3.2,2.5,2,1.9,2.5,5.2,8,9.6,7.8,5.8,3.1,3.7,3.1,1.9,1.7,2.1,2.4,3.8,4.9,8.2,7.5,5.3,4,3.6
2021-10-09,3.7,3.5,3.3,3.4,3,3.1,3.3,3,2.8,2.9,2.7,2.5,2.8,3.7,3.5,3.4,4.3,2.7,3,3.3,3.5,5.3,4.4,4
